"APN","Address - Street Number","Address - Street Name","Address - Zip Code","Bedrooms","Bathrooms","MTRO Square Footage","Lot Size - Acres","Year Built","Property Condition","Remodeled/Updated","Remodeled/Updated Desc","DOM","CDOM","Original Price","List Price","Close Price","On Market Date","Close Date","Multiple Offers","Number of Offers"
"232-0201-041-0000","5533","Sapunor","95608","3","2 (2 0)","1120","0.1600","1958","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","3","3","429000.00","429000.00","460000.00","11/04/21","01/05/22","Yes","8"
"260-0331-030-0011","7032","Fair Oaks","95608","3","3 (2 1)","1245","","1974","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR,Bed 0-5YR,Other-Rmks 0-5YR","40","40","350000.00","330000.00","325000.00","11/05/21","01/21/22","No","1"
"230-0660-049-0000","4220","Gold Flower","95608","3","3 (2 1)","2641","0.2296","1989","Original","No","","31","184","629999.00","629999.00","630000.00","11/08/21","01/11/22","Yes","2"
"245-0140-018-0000","6409","Lincoln","95608","5","3 (3 0)","2965","0.6700","1992","Updated/Remodeled","Yes","Bath 6-10YR,Kitchen 6-10YR","24","24","1050000.00","1050000.00","1100000.00","11/11/21","02/02/22","Yes","3"
"236-0111-013-0000","6124","Rutland","95608","3","2 (2 0)","1393","0.1988","1959","","Yes","Bath 0-5YR,Kitchen 6-10YR,Bed 0-5YR","63","63","499950.00","499950.00","499950.00","11/12/21","02/18/22","Yes","2"
"258-0110-025-0000","3619","Tarro","95608","4","2 (1 1)","1182","0.2300","1956","","Unknown","","3","3","379990.00","379990.00","400000.00","01/10/22","02/10/22","Yes","10"
"230-0162-004-0000","4529","Garfield","95608","3","2 (2 0)","1670","0.4600","1960","Updated/Remodeled","Yes","Kitchen 0-5YR","23","23","599000.00","589000.00","579000.00","11/16/21","01/26/22","Yes","2"
"283-0430-021-0000","6019","Ard Aven","95608","4","3 (3 0)","3297","0.6800","1983","Updated/Remodeled","Unknown","","6","6","1250000.00","1250000.00","1242000.00","12/03/21","01/07/22","Undisclosed","0"
"232-0420-019-0000","5936","VIA CASITAS","95608","2","2 (1 1)","972","0.0200","1971","Updated/Remodeled","Yes","Kitchen 6-10YR,Bath 11-15YR","11","11","299000.00","299000.00","286000.00","11/17/21","01/07/22","No","1"
"273-0060-061-0000","5936","Stanley","95608","3","2 (2 0)","1488","0.1728","1992","","Yes","Kitchen 0-5YR,Other-Rmks 0-5YR","3","16","425000.00","425000.00","425000.00","11/18/21","01/28/22","No","1"
"232-0213-010-0000","5512","Wilsey","95608","3","2 (2 0)","1263","0.1500","1958","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR,Bed 0-5YR","59","59","495000.00","495000.00","498000.00","11/19/21","02/18/22","Yes","2"
"232-0500-055","6214","Via Casitas","95608","2","3 (2 1)","1166","0.0200","1971","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","3","3","299000.00","299000.00","320000.00","11/19/21","01/18/22","Yes","2"
"236-0242-011-0000","6278","Saint James","95608","5","3 (2 1)","2463","0.2100","1963","","No","","16","16","675000.00","675000.00","635000.00","11/22/21","01/07/22","Yes","2"
"232-0470-031-0000","6060","Via Casitas","95608","3","3 (2 1)","1380","0.0211","1971","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","7","7","340000.00","340000.00","351555.00","11/24/21","01/04/22","Yes","4"
"245-0251-025-0000","4037","Champlain Ln","95608","3","3 (3 0)","2148","0.2901","1965","","No","","56","56","545000.00","510000.00","500000.00","11/26/21","03/10/22","Yes","5"
"272-0032-002-0000","5610","North","95608","2","2 (1 1)","1004","0.2600","1944","","Unknown","","12","12","320000.00","355000.00","360000.00","11/29/21","03/04/22","Yes","9"
"247-0144-001-0000","4400","Northampton","95608","2","3 (2 1)","1794","0.2798","1971","","Unknown","","35","35","617900.00","599900.00","605000.00","11/30/21","02/18/22","Yes","2"
"272-0172-019-0000","5228","Marconi","95608","2","1 (1 0)","800","0.4000","","Fixer","Yes","Bath 11-15YR,Kitchen 11-15YR,Bed 11-15YR","8","8","375000.00","375000.00","347000.00","11/30/21","01/11/22","Yes","3"
"292-0303-006-0000","4830","Oak Vista","95608","5","4 (3 1)","3165","0.3100","1965","Updated/Remodeled","Yes","Bath 11-15YR,Other-Rmks 0-5YR","8","8","999900.00","999900.00","1045000.00","12/01/21","01/10/22","Yes","3"
"271-0294-007-0000","4856","Hazelwood","95608","4","4 (3 1)","2389","0.2751","2000","Updated/Remodeled","No","","3","3","525000.00","525000.00","550000.00","12/03/21","01/04/22","Yes","2"
"247-0232-001-0000","7115","Lincoln","95608","4","2 (2 0)","2204","0.6600","1954","","Unknown","","9","9","525000.00","525000.00","566000.00","12/03/21","01/31/22","Yes","3"
"229-0271-009-0000","5929","Marlin","95608","4","2 (2 0)","1344","0.1300","1961","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","7","7","440000.00","440000.00","455000.00","12/03/21","01/24/22","Yes","2"
"245-0240-035-0000","4092","alex","95608","3","2 (2 0)","1704","0.1285","1987","Updated/Remodeled","Unknown","","5","5","560000.00","560000.00","560000.00","12/03/21","01/06/22","No","1"
"256-0330-049-0000","4535","FOSTER","95608","2","2 (2 0)","1263","0.0866","1973","","Unknown","","29","29","375000.00","375000.00","415000.00","12/06/21","02/18/22","Yes","9"
"232-0520-006-0000","5900","Casa Alegre","95608","2","2 (2 0)","1054","0.0338","1973","","Yes","Kitchen 0-5YR","7","7","310000.00","310000.00","311500.00","12/08/21","01/14/22","Yes","3"
"232-0371-007-0000","5523","Millburn","95608","3","2 (2 0)","1442","0.1400","1962","","Unknown","","8","14","429900.00","422900.00","429000.00","12/29/21","01/26/22","Yes","3"
"258-0390-017-0000","5149","Linda Lou","95608","3","2 (2 0)","1364","0.1900","1983","","Yes","Bath 11-15YR,Kitchen 11-15YR,Bed 11-15YR","5","5","539000.00","539000.00","650000.00","12/09/21","01/18/22","Yes","12"
"289-0413-006-0000","1420","Mendota","95608","3","3 (2 1)","2144","0.3100","1962","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR,Kitchen 6-10YR,Bed 0-5YR","4","4","860000.00","860000.00","885000.00","12/14/21","01/13/22","Yes","3"
"236-0322-007-0000","5305","Baumgart","95608","3","2 (2 0)","1408","0.1676","1970","","Unknown","","3","3","499000.00","499000.00","530000.00","12/10/21","01/26/22","","0"
"232-0470-050-0000","6088","Via Casitas","95608","3","3 (2 1)","1380","0.0219","1971","","Yes","Bath 0-5YR,Bath 6-10YR,Kitchen 6-10YR","1","1","350000.00","350000.00","352000.00","12/10/21","01/06/22","No","1"
"236-0253-006-0000","4846","Wiedman","95608","4","2 (2 0)","1440","0.1616","1963","","Unknown","","34","34","485000.00","485000.00","475000.00","12/10/21","02/17/22","No","1"
"236-0134-001-0000","5067","Kahn","95608","3","2 (2 0)","1106","0.2205","1959","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 11-15YR","6","6","429000.00","429000.00","435000.00","12/10/21","01/12/22","Yes","3"
"262-0370-013-0000","4953","Puma","95608","3","2 (2 0)","1767","0.1719","1978","Fixer","No","","28","28","599000.00","599000.00","565000.00","12/10/21","02/01/22","Yes","2"
"282-0304-002-0000","1825","Mission","95608","3","2 (2 0)","1910","0.3024","1964","Updated/Remodeled","No","","15","15","650000.00","650000.00","645000.00","12/20/21","02/09/22","","0"
"273-0192-004-0000","2624","Carmichael","95608","3","1 (1 0)","1164","0.3000","1951","Updated/Remodeled","No","","4","4","423000.00","423000.00","440000.00","12/10/21","01/18/22","Yes","3"
"245-0293-007","6426","Dorinda Way","95608","3-4","2 (2 0)","1786","0.1780","1970","Updated/Remodeled,Original","Yes","Bed 11-15YR","4","4","474000.00","474000.00","527000.00","12/10/21","01/06/22","Yes","8"
"232-0500-059-0000","6222","Via Casitas","95608","2","1 (1 0)","972","0.0162","1971","","Unknown","","7","7","279000.00","279000.00","285000.00","12/10/21","01/21/22","Yes","3"
"232-0201-035-0000","5557","Sapunor","95608","3","2 (2 0)","1078","0.1400","1958","","Yes","Other-Rmks 0-5YR","2","2","415000.00","415000.00","438000.00","12/11/21","01/06/22","Yes","6"
"256-0031-055-0000","4027","Hollow Wood","95608","2","3 (2 1)","1428","0.0569","1982","Original","No","","45","45","379000.00","349950.00","345000.00","12/13/21","02/11/22","Yes","2"
"256-0121-005-0000","4717","Foster","95608","4","2 (2 0)","1849","0.2500","1960","","Yes","Bath 0-5YR","4","4","529900.00","529900.00","575000.00","12/17/21","01/18/22","Yes","8"
"271-0293-004","2521","Landwood","95608","3","2 (2 0)","1323","0.2300","1954","","","","19","19","535000.00","535000.00","545000.00","12/16/21","01/25/22","","0"
"260-0280-003-0000","3848","Hollister","95608","3","1 (1 0)","925","0.2600","1954","","Yes","Bath 0-5YR,Kitchen 0-5YR,Bed 0-5YR","15","30","469000.00","469000.00","460000.00","12/16/21","01/14/22","Yes","3"
"289-0361-029-0000","1266","Gary","95608","4","2 (2 0)","2082","0.1800","1964","Fixer","No","","2","2","699000.00","699000.00","775000.00","12/16/21","01/07/22","Yes","4"
"247-0210-050-0000","4066","Crabtree","95608","3","2 (2 0)","1766","0.1700","1977","","No","","5","5","549000.00","549000.00","588000.00","12/16/21","01/21/22","Yes","7"
"282-0370-008-0000","5009","Olive Oak","95608","4","3 (3 0)","2235","0.2200","1978","Updated/Remodeled","Yes","Bath 11-15YR,Kitchen 11-15YR,Other-Rmks 0-5YR","12","12","779000.00","779000.00","830000.00","12/17/21","01/25/22","Yes","5"
"258-0040-045-0000","3708","Walnut","95608","5","3 (3 0)","1725","0.2400","1960","","Yes","Bath 6-10YR,Kitchen 6-10YR,Bed 6-10YR","1","70","485000.00","485000.00","460000.00","12/15/21","01/14/22","No","1"
"247-0200-049-0000","4210","Stollwood","95608","4","3 (2 1)","2215","0.2576","1971","","Yes","Bath 6-10YR,Kitchen 6-10YR","2","2","675000.00","675000.00","675000.00","12/14/21","01/25/22","No","1"
"232-0083-003-0000","5513","Woodleigh","95608","4","2 (2 0)","1980","0.1900","1958","Updated/Remodeled","Yes","Bath 6-10YR,Kitchen 6-10YR,Other-Rmks 0-5YR","6","6","520000.00","520000.00","535000.00","12/16/21","01/19/22","","0"
"272-0140-020-0000","2909","Garfield","95608","3","2 (2 0)","1775","0.1635","1954","","Unknown","","54","54","536000.00","529000.00","529000.00","12/17/21","03/11/22","No","1"
"283-0181-037-0000","5285","Glancy","95608","3","2 (2 0)","1495","0.1700","1978","","No","","6","6","550000.00","550000.00","593000.00","12/17/21","01/20/22","Yes","4"
"245-0075-002-0000","4440","Jan","95608","4","2 (2 0)","1908","0.2445","1962","","Yes","Bath 0-5YR","27","27","624900.00","649900.00","667000.00","12/17/21","02/08/22","Yes","3"
"232-0072-013-0000","5972","Ashworth","95608","3","2 (2 0)","1232","0.1700","1958","","Unknown","","5","5","399900.00","399900.00","450000.00","12/17/21","02/01/22","Yes","20"
"260-0021-013-0000","3925","California","95608","3","3 (3 0)","1913","0.5900","1936","","Unknown","","19","19","399900.00","399900.00","350000.00","12/18/21","01/21/22","Yes","3"
"260-0021-014-000","3929","California","95608","3","2 (2 0)","1376","0.8900","1926","Fixer","No","","3","3","399900.00","399900.00","400000.00","12/18/21","01/21/22","","0"
"247-0240-011-000","7210","Lincoln","95608","3","3 (2 1)","1654","0.6300","1975","","Unknown","","99","99","650000.00","630000.00","630000.00","12/20/21","05/11/22","No","1"
"272-0011-032-0000","3212","Terry","95608","3","2 (2 0)","1532","0.2700","1970","Updated/Remodeled","Unknown","","11","11","525000.00","525000.00","500000.00","12/21/21","01/19/22","Yes","2"
"245-0222-018-0000","6453","Miles","95608","3","2 (2 0)","1008","0.2500","1958","","No","","7","7","425000.00","425000.00","445000.00","01/05/22","02/07/22","Yes","5"
"258-0142-039-0000","3307","Jayanne","95608","3","2 (2 0)","1294","0.1325","1997","","Unknown","","91","91","505000.00","495000.00","500000.00","12/21/21","04/11/22","No","1"
"232-0520-022-0000","5917","Casa Alegre","95608","2","2 (2 0)","1054","0.0336","1973","","Unknown","","14","14","280300.00","280300.00","290300.00","12/21/21","02/07/22","Yes","11"
"232-0480-017-0000","6023","Via Casitas","95608","3","3 (2 1)","1380","0.0237","1971","","Yes","Bath 0-5YR,Kitchen 0-5YR,Bed 0-5YR,Other-Rmks 0-5YR","14","14","369000.00","369000.00","365000.00","12/23/21","01/27/22","No","1"
"292-0500-075-0000","1041","Harrington","95608","2","2 (2 0)","1761","0.1100","1984","","Unknown","","5","5","699000.00","699000.00","710000.00","12/23/21","01/07/22","Yes","2"
"260-0380-060-0000","3628","Hollister","95608","4","3 (2 1)","2089","0.5900","2001","","Unknown","","5","5","695000.00","695000.00","760000.00","01/26/22","02/18/22","Yes","5"
"232-0300-006-0000","6536","Markley","95608","3","2 (2 0)","1303","0.1500","1958","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR,Bed 0-5YR,Other-Rmks 0-5YR","5","5","435000.00","435000.00","475000.00","12/29/21","02/01/22","Yes","16"
"283-0560-032-0000","2318","fallwater","95608","3","3 (2 1)","1559","0.0933","1994","","No","","3","3","528000.00","528000.00","547000.00","12/30/21","02/01/22","Yes","3"
"271-0142-006-0000","4900","HEATHERDALE","95608","3","3 (2 1)","1748","0.2300","1954","","Unknown","","23","23","499900.00","499900.00","515000.00","12/29/21","03/03/22","Yes","3"
"230-0610-007-0003","5301","Manzanita","95608","2","2 (1 1)","880","0.0160","1972","","Yes","Bath 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","9","9","245000.00","245000.00","250000.00","12/30/21","02/18/22","Yes","3"
"245-0271-019-0000","6801","Lincoln","95608","3","3 (3 0)","1853","0.2900","1952","","Unknown","","6","6","650000.00","650000.00","655000.00","12/30/21","01/28/22","","0"
"232-0342-011-0000","6412","Markley","95608","3","2 (2 0)","1456","0.1700","1962","","Yes","Bath 6-10YR","3","3","465000.00","465000.00","490000.00","12/31/21","01/14/22","Yes","8"
"289-0072-002-0000","1547","Mendota","95608","3","3 (2 1)","3985","0.4600","1990","","Yes","Bath 6-10YR,Kitchen 6-10YR,Bed 6-10YR","65","65","885000.00","860000.00","707000.00","01/03/22","04/08/22","Yes","2"
"283-0560-037-0000","2410","Fallwater","95608","3","3 (2 1)","1559","0.0933","1996","","No","","6","6","528000.00","528000.00","546000.00","01/03/22","02/09/22","","0"
"283-0372-002-0000","5910","River Glen Court","95608","4","3 (2 1)","2537","0.3600","1972","","Yes","Bath 6-10YR,Kitchen 11-15YR","5","5","975000.00","975000.00","1190000.00","01/05/22","01/25/22","Yes","9"
"229-0274-018-0000","5805","Sharps","95608","3","2 (2 0)","1310","0.2600","1961","","No","","3","3","399950.00","399950.00","425000.00","01/05/22","01/31/22","Yes","19"
"236-0021-011-0000","5305","Sonora","95608","3","2 (2 0)","1081","0.2782","1957","","Unknown","","6","6","350000.00","350000.00","370000.00","01/06/22","01/25/22","Yes","15"
"232-0294-012-0000","5528","Hesper","95608","3","2 (2 0)","1200","0.1400","1958","","Yes","Bath 0-5YR,Kitchen 0-5YR,Kitchen 6-10YR","6","6","449000.00","449000.00","505000.00","01/05/22","02/07/22","Yes","14"
"247-0271-052-0013","7110","Stella","95608","2","2 (2 0)","1000","","2006","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR","12","12","280000.00","280000.00","287000.00","01/07/22","02/24/22","Yes","7"
"232-0341-010-0000","6360","Markley Way","95608","3","2 (1 1)","1162","0.1600","1962","","Unknown","","5","5","399000.00","399000.00","435750.00","01/06/22","02/10/22","Yes","20"
"230-0710-013-0000","4119","Scranton","95608","3","2 (2 0)","1315","0.0826","1977","Fixer","No","","11","11","299000.00","299000.00","305000.00","01/08/22","02/01/22","Yes","7"
"282-0291-013-0000","2101","Bircher","95608","3","2 (2 0)","1255","0.2438","1959","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR,Bed 0-5YR,Other-Rmks 0-5YR","5","5","535000.00","535000.00","535000.00","01/13/22","02/15/22","No","1"
"245-0303-029-0000","5977","Adana","95608","3","3 (2 1)","2027","0.1800","1984","","Unknown","","5","5","599000.00","599000.00","630000.00","01/10/22","02/28/22","No","1"
"258-0123-037-0000","3505","Jay Jay","95608","5","3 (3 0)","3046","0.2287","2006","","Unknown","","198","198","800000.00","664000.00","640000.00","01/10/22","09/08/22","No","1"
"282-0291-001-0000","2149","Bircher","95608","3","2 (2 0)","1296","0.2479","1958","","Unknown","","8","8","525000.00","525000.00","535500.00","01/17/22","02/18/22","Yes","3"
"232-0214-010-0000","5468","Edgerly","95608","3","2 (2 0)","1120","0.1900","1958","","Unknown","","3","3","456900.00","456900.00","465000.00","01/11/22","02/04/22","No","1"
"247-0271-052-0017","7110","Stella","95608","2","2 (2 0)","1000","0.0253","2006","Original","No","","9","9","280000.00","280000.00","270000.00","01/12/22","01/28/22","Yes","3"
"260-0310-056-0007","6412","Solitary","95608","2","2 (2 0)","1183","","1985","Updated/Remodeled","Yes","Kitchen 0-5YR,Other-Rmks 0-5YR","2","2","327000.00","327000.00","342000.00","01/12/22","01/24/22","Yes","3"
"282-0061-009-0000","4743","Melvin","95608","3","2 (2 0)","1662","0.2314","1957","","Unknown","","28","28","586900.00","556900.00","560000.00","01/13/22","03/24/22","No","1"
"232-0223-009-0000","5417","Edgerly","95608","3","2 (2 0)","1505","0.1500","1958","","Yes","Bath 0-5YR,Kitchen 6-10YR","8","8","474900.00","509900.00","510000.00","01/26/22","03/21/22","No","1"
"273-0311-001-000","6004","Landis","95608","2","1 (1 0)","1159","0.4500","1950","","Yes","Bath 0-5YR,Kitchen 0-5YR,Bed 0-5YR","5","5","489900.00","489900.00","546000.00","01/13/22","02/08/22","Yes","3"
"272-0210-050-0000","2717","Gunn","95608","3","2 (2 0)","1395","0.1747","1960","","Yes","Bath 0-5YR,Other-Rmks 0-5YR","7","34","499900.00","534900.00","537000.00","01/14/22","02/17/22","Yes","3"
"260-0310-051-0005","3987","Park Circle","95608","2","2 (2 0)","1234","","1984","","No","","5","5","309000.00","309000.00","335000.00","01/14/22","02/18/22","Yes","3"
"271-0323-025-0000","4800","North","95608","3","3 (3 0)","2719","0.3800","1960","","Yes","Bath 0-5YR,Kitchen 0-5YR,Bed 0-5YR","49","49","729000.00","699950.00","705000.00","01/15/22","03/10/22","Yes","3"
"236-0123-014","6052","Denver","95608","4-5","2 (2 0)","1710","0.2000","1959","","Yes","Bath 0-5YR,Kitchen 0-5YR,Bed 0-5YR,Other-Rmks 0-5YR","21","21","549000.00","559000.00","555000.00","01/18/22","03/09/22","Yes","3"
"245-0291-019-0000","6450","Winding","95608","7","5 (5 0)","2488","0.1869","1971","","No","","8","8","649000.00","649000.00","675000.00","01/18/22","02/23/22","Yes","3"
"260-0151-003-0000","7307","Nob Hill","95608","3","2 (2 0)","1584","0.2300","1959","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR,Bed 0-5YR","24","30","670000.00","640000.00","646000.00","01/18/22","04/27/22","Yes","3"
"260-0380-013-0000","3640","Kiekebusch","95608","5","3 (3 0)","2340","0.4800","1970","","Unknown","","7","7","699000.00","699000.00","738000.00","01/21/22","03/01/22","Yes","5"
"283-0070-070-0000","5152","Boyd","95608","3","2 (2 0)","1481","0.2326","1979","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","5","5","600000.00","600000.00","620000.00","01/20/22","02/25/22","Yes","5"
"245-0240-042-0000","4064","Alex Lane","95608","3","2 (2 0)","1725","0.1338","1987","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR,Bed 0-5YR,Other-Rmks 0-5YR","6","6","599900.00","599900.00","623500.00","01/26/22","02/23/22","Yes","3"
"283-0424-009-0000","2101","Hamlet","95608","3","2 (2 0)","1680","0.2300","1967","","Yes","Bath 0-5YR,Kitchen 0-5YR,Kitchen 6-10YR","6","6","779900.00","779900.00","803000.00","01/20/22","03/04/22","Yes","4"
"232-0202-004-000","5556","Sapunor","95608","3","2 (2 0)","1078","0.1300","1958","","Yes","Bath 0-5YR,Kitchen 0-5YR,Bed 0-5YR","7","7","435000.00","435000.00","480000.00","01/19/22","02/04/22","Yes","9"
"272-0220-049-0000","5416","Braninburg","95608","3","3 (2 1)","2560","0.1791","1998","","No","","19","19","739000.00","739000.00","704000.00","01/20/22","03/08/22","No","1"
"292-0406-001-0000","4730","American River","95608","4","3 (2 1)","2528","0.3100","1968","Updated/Remodeled","Yes","Bath 6-10YR,Kitchen 6-10YR,Bed 0-5YR,Other-Rmks 0-5YR","9","9","998888.00","998888.00","1060000.00","01/21/22","02/18/22","Yes","3"
"232-0520-018-0000","5903","Casa Alegre","95608","2","3 (2 1)","1166","0.0205","1973","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","8","8","350000.00","350000.00","360000.00","01/23/22","02/25/22","Yes","3"
"245-0101-006-0000","4417","Jan","95608","3","2 (2 0)","1536","0.2100","1973","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","3","3","539000.00","539000.00","545000.00","01/24/22","02/03/22","Yes","2"
"236-0241-005-0000","6253","Saint James","95608","4","2 (2 0)","1623","0.2362","1962","","Yes","Bath 0-5YR,Kitchen 0-5YR,Bed 0-5YR,Other-Rmks 0-5YR","5","5","595500.00","595500.00","640000.00","01/25/22","02/22/22","Yes","4"
"245-0114-018-000","6326","Perrin","95608","4","2 (2 0)","2060","0.1800","1989","","Unknown","","4","4","675000.00","675000.00","680000.00","01/26/22","02/14/22","Yes","2"
"232-0414-006-0000","6340","Aslin","95608","3","1 (1 0)","1007","0.1600","1962","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR,Bed 0-5YR,Other-Rmks 0-5YR","6","6","449900.00","449900.00","455000.00","01/26/22","02/22/22","No","1"
"272-0011-042-0000","3205","Mayer","95608","3","2 (2 0)","1494","0.2400","1965","","Yes","Bath 11-15YR","22","22","560000.00","560000.00","545000.00","01/28/22","03/21/22","Yes","3"
"271-0295-002-0000","4837","Hazelwood","95608","3","1 (1 0)","1134","0.2322","1954","","Yes","Bath 0-5YR,Kitchen 0-5YR,Bed 0-5YR,Other-Rmks 0-5YR","5","5","469900.00","469900.00","510000.00","01/27/22","02/14/22","Yes","7"
"247-0210-030-0000","6935","Lincoln Creek","95608","3-4","2 (2 0)","2133","0.2000","1978","","Unknown","","5","5","675000.00","675000.00","715000.00","01/27/22","03/16/22","Yes","5"
