"APN","Address - Street Number","Address - Street Name","Address - Zip Code","Bedrooms","Bathrooms","MTRO Square Footage","Lot Size - Acres","Year Built","Property Condition","Remodeled/Updated","Remodeled/Updated Desc","DOM","CDOM","Original Price","List Price","Close Price","On Market Date","Close Date","Multiple Offers","Number of Offers"
"236-0321-074-0000","6204","Madison","95608","4","3 (3 0)","2205","0.2072","1969","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","217","217","474900.00","424950.00","420000.00","09/28/17","06/29/18","Yes","2"
"272-0190-062-0000","5504","Marconi","95608","3-4","3 (3 0)","2554","0.8340","1934","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","138","138","695000.00","679000.00","670000.00","09/13/17","04/27/18","Yes","3"
"230-0182-003-0000","5424","Valhalla","95608","4","3 (2 1)","2344","0.5000","1957","","No","","117","117","649000.00","575900.00","570000.00","10/11/17","03/15/18","Yes","2"
"245-0083-001-0000","4431","Rollingrock","95608","3","2 (2 0)","1481","0.3276","1960","","No","","37","37","385000.00","385000.00","390000.00","12/16/17","03/09/18","No","0"
"273-0042-011-0000","3316","Vienna","95608","4","2 (2 0)","2026","0.4100","1956","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","70","70","479000.00","474000.00","470000.00","10/13/17","01/22/18","Yes","3"
"245-0112-067-0000","6305","Perrin","95608","4","3 (3 0)","2496","0.1924","1990","","Unknown","","68","68","515000.00","495000.00","486500.00","10/12/17","02/09/18","No","0"
"236-0134-005-0000","5043","Kahn","95608","3","2 (2 0)","1302","0.1921","1959","","Unknown","","6","6","319900.00","319900.00","319900.00","12/01/17","01/11/18","No","0"
"271-0170-027-0000","2827","Root","95608","2","2 (2 0)","1122","0.1483","1981","","No","","72","72","289900.00","265000.00","265000.00","10/18/17","02/16/18","No","0"
"258-0231-004-0000","3617","Casa Rosa","95608","3","2 (1 1)","1264","0.2300","1960","","Unknown","","81","81","345000.00","345000.00","329000.00","10/20/17","01/19/18","Yes","4"
"273-0284-041-0000","6809","Stanley","95608","5-6","4 (4 0)","4506","0.8966","1991","Updated/Remodeled","Yes","Kitchen 0-5YR","123","279","1499000.00","1449000.00","1387000.00","10/20/17","03/22/18","Yes","2"
"245-0253-009-0000","8432","Gaylor","95608","4-5","2 (2 0)","1877","0.2500","1978","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","88","88","474700.00","469000.00","469000.00","10/25/17","02/20/18","No","0"
"245-0222-041-0000","4025","Sangamon","95608","3","2 (2 0)","1740","0.1700","1985","","No","","114","114","419000.00","355000.00","356000.00","10/27/17","04/19/18","Yes","4"
"292-0352-007-0000","1180","Glen Aulin","95608","4","4 (4 0)","3045","0.3500","1970","","No","","38","38","835000.00","835000.00","795000.00","10/27/17","01/02/18","Yes","4"
"273-0041-011-0000","3336","Marshall","95608","3","2 (2 0)","1148","0.2545","1954","","Unknown","","72","72","375000.00","349950.00","349950.00","10/31/17","02/14/18","No","0"
"282-0340-049-0000","4909","Clear","95608","3","2 (2 0)","1451","0.2316","1974","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","7","7","549000.00","549000.00","575000.00","11/10/17","01/10/18","Yes","3"
"247-0280-028-0000","4019","Eastwood Village","95608","3","3 (2 1)","1480","0.0603","1992","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","68","166","319900.00","322000.00","322000.00","11/02/17","01/29/18","Yes","3"
"260-0301-001-0000","3751","Dell","95608","3","3 (2 1)","2211","0.8600","1968","","Unknown","","2","2","525000.00","525000.00","515000.00","01/01/18","01/18/18","No","0"
"271-0061-006-0000","3109","Murchison","95608","4","3 (3 0)","2015","0.2500","1954","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","7","7","429970.00","429970.00","429970.00","11/07/17","01/02/18","Yes","2"
"245-0304-004-0000","5980","Adana","95608","4","3 (3 0)","2128","0.1800","1979","","Unknown","","74","74","465000.00","465000.00","445000.00","11/16/17","02/28/18","No","0"
"236-0321-057-0000","6326","Appian","95608","3","2 (2 0)","1443","0.2100","1978","","Unknown","","68","68","359900.00","347700.00","342750.00","11/08/17","01/29/18","No","0"
"245-0062-013-0000","4534","Marble","95608","3","2 (2 0)","1411","0.2342","1960","Updated/Remodeled","Yes","Kitchen 11-15YR","118","118","389000.00","389000.00","385000.00","11/14/17","04/13/18","No","0"
"283-0362-016-0000","5624","Frontier","95608","4","3 (2 1)","1936","0.2600","1975","Updated/Remodeled","Yes","Kitchen 6-10YR","17","17","549000.00","549000.00","540000.00","11/16/17","01/04/18","No","0"
"245-0304-009-0000","5904","Adana","95608","3","2 (2 0)","1374","0.1538","1984","","Unknown","","20","20","349000.00","349000.00","349000.00","11/17/17","01/30/18","No","0"
"236-0152-005-0000","6608","Pepperwood","95608","3","2 (2 0)","1459","0.2507","1960","","No","","21","21","322500.00","322500.00","299000.00","11/17/17","01/09/18","No","0"
"272-0182-002-0000","2865","La Colina","95608","3","2 (2 0)","1755","0.2300","1957","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR,Other-Rmks 6-10YR,Other-Rmks 0-5YR","25","25","359900.00","359900.00","350000.00","11/20/17","02/16/18","No","0"
"230-0201-037-0000","5209","Cypress","95608","3","2 (2 0)","1540","0.2400","1955","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR","117","117","369900.00","349900.00","350000.00","11/23/17","05/04/18","Yes","2"
"271-0101-011-0000","3021","Walnut","95608","3","1 (1 0)","1350","0.3500","1945","Updated/Remodeled","Yes","Bath 6-10YR","16","16","319000.00","319000.00","315000.00","11/24/17","01/11/18","No","0"
"272-0121-033-0000","3089","Stanton","95608","3","2 (2 0)","1360","0.2300","1956","Updated/Remodeled","Yes","Bath 6-10YR,Kitchen 6-10YR,Other-Rmks 0-5YR","18","18","328000.00","329000.00","335000.00","11/24/17","01/18/18","No","0"
"232-0363-031-0000","6345","Edgerton","95608","4","2 (2 0)","1257","0.1300","1961","","No","","10","10","289900.00","319900.00","319900.00","11/27/17","03/19/18","Yes","2"
"232-0470-048","6092","Via Casitas","95608","3","3 (2 1)","1380","0.0220","1971","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 6-10YR","4","4","199900.00","210000.00","210000.00","01/11/18","02/14/18","Yes","8"
"232-0081-009-000","6055","Ellerslee","95608","3","2 (2 0)","1342","0.2300","1958","Updated/Remodeled","Yes","Bath 6-10YR,Kitchen 0-5YR,Other-Rmks 6-10YR","34","34","325000.00","325000.00","325000.00","12/01/17","02/27/18","No","0"
"230-0790-046-0000","4230","Younger","95608","3","2 (2 0)","1267","0.0738","1991","","No","","144","144","299950.00","299950.00","290000.00","11/30/17","05/21/18","Yes","2"
"247-0033-011-0000","4526","Northampton","95608","3","3 (2 1)","1822","0.2247","1959","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","14","78","464900.00","458900.00","450000.00","12/01/17","01/29/18","Yes","2"
"258-0170-033-0000","5805","North","95608","4","2 (1 1)","1103","0.1214","1956","Updated/Remodeled","Yes","Other-Rmks 6-10YR,Other-Rmks 0-5YR","11","11","259000.00","259000.00","262000.00","12/01/17","01/29/18","Yes","4"
"236-0182-004-000","4732","Jan","95608","3","2 (2 0)","1475","0.2824","1960","Updated/Remodeled","Yes","Bath 6-10YR,Kitchen 6-10YR","7","7","329000.00","329000.00","349000.00","02/09/18","03/16/18","Yes","13"
"272-0200-053-0000","2750","ZACHMAN","95608","4","2 (2 0)","1932","0.3462","1935","Updated/Remodeled","Yes","Kitchen 0-5YR","33","83","425000.00","425000.00","425000.00","12/03/17","03/09/18","No","0"
"232-0490-001-0000","6112","Via Casitas","95608","2","1 (1 0)","961","0.0303","1971","Updated/Remodeled","Yes","Bath 0-5YR","12","12","175000.00","175000.00","173000.00","01/13/18","02/05/18","Yes","3"
"230-0730-004-0000","4883","Thousand Oaks","95608","4","2 (2 0)","2044","0.1676","1988","","No","","5","5","349900.00","349900.00","355000.00","12/04/17","01/03/18","Yes","3"
"236-0213-005-0000","5113","Oleander","95608","3","2 (1 1)","1006","0.2068","1960","","Unknown","","4","4","290000.00","290000.00","315000.00","12/06/17","01/11/18","Yes","5"
"260-0214-018-0000","3628","Voleyn","95608","3","2 (2 0)","1768","0.2300","1959","","Unknown","","5","5","410000.00","410000.00","421000.00","12/07/17","01/11/18","Yes","3"
"258-0071-011-0000","3713","Holloway","95608","3","2 (2 0)","1557","0.2300","1954","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","19","19","349900.00","349900.00","340000.00","12/11/17","02/07/18","No","0"
"232-0223-013-0000","5418","Woodleigh","95608","4","2 (2 0)","1678","0.2156","1958","Updated/Remodeled","Yes","Bath 6-10YR,Kitchen 6-10YR","12","12","329900.00","329900.00","332000.00","11/17/17","01/23/18","Yes","2"
"256-0031-058-0000","5024","Verdant","95608","3","3 (2 1)","1579","0.1198","1984","","Unknown","","123","123","298000.00","280000.00","280000.00","11/16/17","04/27/18","Yes","2"
"258-0370-002-0000","3638","Affirmed","95608","4","2 (2 0)","1623","0.1377","1979","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","24","24","395000.00","395000.00","389000.00","11/17/17","01/17/18","No","0"
"245-0222-016-0000","6461","Miles","95608","5","3 (3 0)","1900","0.2778","1958","Updated/Remodeled","Yes","Kitchen 0-5YR","6","149","381000.00","381000.00","379000.00","12/14/17","01/17/18","No","0"
"230-0860-009-0000","5727","Crofters","95608","4-5","3 (3 0)","2642","0.1716","1998","Updated/Remodeled","Yes","Other-Rmks 0-5YR","11","11","560000.00","560000.00","560000.00","12/15/17","01/19/18","No","0"
"258-0143-013-0000","3309","Arya","95608","3","2 (2 0)","1435","0.0887","2010","","Unknown","","46","46","369000.00","359000.00","359000.00","12/15/17","02/27/18","Yes","2"
"272-0330-003-0000","5709","Ivytown","95608","2","2 (2 0)","978","0.0287","1986","","No","","4","4","199000.00","199000.00","199000.00","01/19/18","02/16/18","No","0"
"230-0281-032-0000","5631","Nichora","95608","4","3 (3 0)","2950","0.5300","1984","Updated/Remodeled","Yes","Kitchen 0-5YR","168","168","725000.00","689000.00","679000.00","12/16/17","07/17/18","Yes","2"
"271-0062-012-0000","3112","Murchison","95608","3","1 (1 0)","968","0.2500","1954","Updated/Remodeled","Yes","Other-Rmks 6-10YR","4","4","284500.00","284500.00","290000.00","12/15/17","01/05/18","Yes","2"
"236-0301-002-0000","5287","Heritage","95608","4","2 (2 0)","1830","0.1728","1968","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","26","26","449900.00","449900.00","449000.00","12/16/17","02/09/18","Yes","3"
"283-0355-011-0000","1819","Jay","95608","3","2 (2 0)","1819","0.2100","1961","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","15","101","675000.00","675000.00","662000.00","12/17/17","01/31/18","No","0"
"273-0042-040-0000","6824","Landis","95608","3","2 (2 0)","1363","0.1514","1974","","Unknown","","6","6","388000.00","388000.00","385000.00","12/22/17","01/30/18","Yes","3"
"247-0232-022-0000","7133","Lincoln","95608","2","1 (1 0)","1641","0.3700","1948","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","103","103","406600.00","359900.00","359900.00","12/22/17","05/30/18","No","0"
"258-0320-034-0000","5235","Gibbons","95608","3","2 (1 1)","1323","0.0310","1972","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","14","14","209900.00","209900.00","209900.00","01/25/18","03/09/18","Yes","4"
"272-0054-010-000","5205","Robertson","95608","3","2 (1 1)","1254","0.2300","1953","Updated/Remodeled","Yes","Bath 6-10YR,Bed 6-10YR,Kitchen 6-10YR,Other-Rmks 6-10YR","115","115","330000.00","324950.00","300000.00","12/22/17","06/30/18","Yes","2"
"236-0203-013","5046","Martin","95608","3","2 (1 1)","1195","0.2100","1961","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","43","43","324900.00","324900.00","328500.00","12/28/17","04/06/18","Yes","2"
"232-0252-007-0000","6430","Templeton","95608","3","2 (2 0)","1134","0.1500","1958","Updated/Remodeled","Yes","Kitchen 0-5YR","7","7","309000.00","309000.00","307000.00","12/28/17","02/16/18","Yes","3"
"271-0324-015-0000","3232","Murchison","95608","3","3 (2 1)","2005","0.2400","1960","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","25","171","519000.00","519000.00","517500.00","12/29/17","02/27/18","No","0"
"230-0264-009-0000","5108","Laurelview","95608","4","2 (2 0)","2145","0.2303","1965","","No","","6","6","439000.00","449900.00","440000.00","01/18/18","02/26/18","No","0"
"232-0225-013-0000","5430","Edgerly","95608","3","2 (2 0)","1615","0.1300","1958","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","5","5","330000.00","330000.00","330000.00","12/07/17","01/12/18","No","0"
"230-0134-009-0000","4512","Live Oak Way","95608","2","1 (1 0)","856","0.1148","1947","","Unknown","","10","10","255000.00","215000.00","215000.00","01/30/18","05/15/18","Yes","3"
"232-0366-007-0000","5708","Parkoaks","95608","3","1 (1 0)","1020","0.1400","1961","Updated/Remodeled","Yes","Bath 6-10YR,Kitchen 6-10YR","32","32","289950.00","279500.00","265000.00","11/14/17","01/18/18","No","0"
"260-0310-052-0003","3907","Park Circle","95608","2","2 (2 0)","1400","0.1000","1985","","Unknown","","4","4","265000.00","265000.00","265000.00","12/07/17","01/16/18","Yes","2"
"256-0012-014-0000","4640","Cypress","95608","4","3 (2 1)","1750","0.6800","1953","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","8","8","389000.00","389000.00","389000.00","12/11/17","01/05/18","Yes","3"
"256-0370-038-0006","4830","Courtland","95608","2","2 (2 0)","1178","","1991","","Unknown","","4","4","244000.00","244000.00","250000.00","01/19/18","02/09/18","No","0"
"283-0560-015-0000","2341","Fallwater","95608","3","3 (2 1)","1577","0.0864","1994","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","6","6","359000.00","375000.00","364000.00","02/07/18","04/30/18","Yes","2"
"232-0371-010-0000","5511","Millburn","95608","3","2 (2 0)","1162","0.1400","1962","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","90","90","369000.00","353000.00","330000.00","12/08/17","04/06/18","Yes","4"
"289-0361-025-0000","1238","Gary Way","95608","3","2 (2 0)","1643","0.2200","1967","Updated/Remodeled","Yes","Bath 11-15YR,Kitchen 11-15YR","12","12","555000.00","555000.00","540000.00","01/08/18","02/20/18","Yes","2"
"283-0090-050-0000","2239","Seabler","95608","5","4 (4 0)","3313","0.6300","1978","","Unknown","","3","95","650000.00","650000.00","650000.00","01/09/18","02/05/18","No","0"
"273-0101-021-0000","6419","Palm","95608","3","2 (2 0)","1754","0.4900","1958","","No","","1","1","380000.00","380000.00","380000.00","01/09/18","01/24/18","Yes","2"
"236-0292-029-0000","4712","Paxton","95608","4","2 (2 0)","1750","0.1877","1968","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","32","32","409000.00","409000.00","409000.00","01/10/18","03/28/18","Yes","2"
"272-0290-009-0000","2532","Walnut","95608","3-4","2 (2 0)","1548","0.1710","1940","Updated/Remodeled","Yes","Kitchen 0-5YR","25","147","289900.00","289900.00","290000.00","01/11/18","03/14/18","No","0"
"282-0320-015-0000","2464","Via Camino","95608","2","2 (1 1)","972","0.0158","1972","","Unknown","","64","64","195000.00","190000.00","195000.00","02/06/18","07/05/18","No","0"
"273-0192-031-0000","2626","Riverpine","95608","4","3 (3 0)","2615","0.1556","1979","Updated/Remodeled","Yes","Bed 6-10YR,Kitchen 6-10YR","7","7","479000.00","479000.00","495000.00","01/10/18","02/02/18","Yes","6"
"272-0130-046-0000","2901","Easy","95608","4","2 (2 0)","1782","0.1900","1980","","Unknown","","103","103","389000.00","354000.00","354000.00","01/08/18","05/23/18","No","0"
"289-0261-007-0000","5412","Alder Glen","95608","3","3 (3 0)","3250","0.2300","1962","Updated/Remodeled","Yes","Other-Rmks 6-10YR","58","58","879000.00","849000.00","819000.00","01/11/18","04/03/18","No","0"
"245-0140-056-0000","4231","Josh","95608","4","3 (2 1)","2255","0.2297","1989","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","4","4","575000.00","575000.00","605000.00","01/12/18","02/15/18","Yes","3"
"247-0072-004-0000","4617","Stollwood","95608","4","2 (2 0)","1756","0.1917","1965","","No","","5","5","349000.00","349000.00","345000.00","01/12/18","01/29/18","Yes","5"
"247-0252-002-0000","4248","Oak Knoll","95608","4","2 (2 0)","1993","0.2365","1956","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","17","17","479900.00","479900.00","470000.00","01/12/18","02/21/18","No","0"
"247-0210-054-0000","6996","Lincoln Creek","95608","4","3 (2 1)","1924","0.2300","1977","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","49","57","469900.00","459900.00","455000.00","01/12/18","04/06/18","No","0"
"258-0370-005-0000","3626","Affirmed","95608","3","2 (2 0)","1670","0.1584","1979","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","3","3","399900.00","399900.00","405000.00","01/12/18","02/08/18","No","0"
"247-0193-004-0000","4340","Marshall","95608","3","2 (2 0)","1959","0.3800","1960","Updated/Remodeled","Yes","Other-Rmks 11-15YR","2","2","499900.00","499900.00","500000.00","01/16/18","02/23/18","No","0"
"272-0051-017-0000","3109","Lamada","95608","3","2 (2 0)","1470","0.2000","1972","","Unknown","","50","50","369000.00","355000.00","360000.00","01/03/18","03/29/18","No","0"
"247-0251-001-0000","7305","Lincoln","95608","3","3 (2 1)","2775","1.5200","2014","","No","","58","58","1198000.00","1198000.00","1198000.00","01/31/18","04/25/18","No","0"
"282-0076-011-0000","4928","Boyd","95608","3","2 (1 1)","962","0.2380","1955","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","65","65","343000.00","325000.00","320000.00","01/17/18","05/07/18","No","0"
"283-0440-018-0000","76","Riverknoll","95608","3","4 (3 1)","2342","0.0400","1977","Updated/Remodeled","Yes","Bath 6-10YR,Kitchen 0-5YR,Other-Rmks 0-5YR","38","38","519000.00","519000.00","509000.00","01/17/18","03/26/18","No","0"
"236-0241-005-0000","6253","Saint James","95608","4","2 (2 0)","1623","0.2362","1962","","No","","4","4","379000.00","379000.00","395000.00","01/17/18","02/06/18","Yes","8"
"230-0700-003-0064","5233","Manzanita","95608","3","2 (1 1)","1122","","1977","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","7","7","170000.00","170000.00","170000.00","01/04/18","02/22/18","No","0"
"272-0280-061-0000","5749","El Camino","95608","2-3","2 (1 1)","1152","0.2860","1965","","No","","77","77","325000.00","319000.00","308500.00","01/08/18","04/27/18","No","0"
"232-0374-001-0000","6400","Belgrove","95608","3","2 (2 0)","1456","0.1900","1962","Updated/Remodeled","Yes","Bath 6-10YR,Bath 0-5YR,Kitchen 6-10YR","16","16","346000.00","346000.00","359500.00","01/17/18","03/26/18","No","0"
"282-0102-007-0000","4825","Saint Lynn","95608","3","1 (1 0)","1041","0.2314","1955","","No","","7","7","235000.00","235000.00","235000.00","02/13/18","03/09/18","Yes","2"
"289-0600-009-0000","1386","Pars Oak","95608","4","5 (4 1)","4304","0.3215","","","No","","3","3","1550000.00","1550000.00","1550000.00","01/18/18","07/06/18","No","0"
"247-0152-004-0000","4239","Stollwood","95608","4","3 (2 1)","2600","0.2966","1970","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","38","38","522652.00","499900.00","475000.00","01/18/18","03/30/18","No","0"
"258-0225-041-0000","5232","Janell","95608","2","2 (2 0)","1141","0.1116","1987","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","11","11","289000.00","289000.00","289000.00","01/23/18","03/09/18","Yes","3"
"230-0144-003-0000","4700","Cameron Ranch","95608","5","3 (3 0)","2664","0.3085","1972","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","3","3","569000.00","569000.00","569000.00","01/19/18","03/08/18","No","0"
"271-0302-010-0000","2550","Laurence","95608","3","2 (2 0)","1616","0.3600","1953","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","3","3","449000.00","449000.00","449000.00","02/01/18","03/08/18","Yes","3"
"256-0370-039-0013","4701","Courtland","95608","3","2 (2 0)","1401","0.0400","1991","Updated/Remodeled","Yes","Bath 6-10YR,Kitchen 0-5YR","7","7","262500.00","262500.00","263000.00","01/23/18","03/05/18","No","0"
"292-0415-007-0000","1011","Jacob","95608","4","3 (2 1)","2027","0.2800","1969","","Unknown","","2","2","769000.00","769000.00","749775.00","01/26/18","02/28/18","Yes","2"
