"APN","Address - Street Number","Address - Street Name","Address - Zip Code","Bedrooms","Bathrooms","MTRO Square Footage","Lot Size - Acres","Year Built","Property Condition","Remodeled/Updated","Remodeled/Updated Desc","DOM","CDOM","Original Price","List Price","Close Price","On Market Date","Close Date","Multiple Offers","Number of Offers"
"256-0102-001-0000","5000","Engle","95608","2-3","2 (2 0)","1666","0.7100","1950","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","15","15","449000.00","449000.00","450000.00","11/22/19","01/06/20","Yes","2"
"272-0011-052-0000","5140","North","95608","3-4","2 (2 0)","1813","0.4300","1945","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","32","32","474950.00","464998.00","475000.00","11/22/19","01/30/20","No","0"
"256-0031-068-0000","4022","Hollow Wood","95608","2","3 (2 1)","1428","0.0719","1982","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","79","79","289000.00","279000.00","274000.00","01/13/20","04/30/20","Yes","2"
"247-0271-052-0001","7100","Stella","95608","2","2 (2 0)","1017","","2006","","No","","9","9","220000.00","220000.00","216000.00","01/14/20","02/13/20","No","0"
"272-0052-009-000","5219","Robertson","95608","4","2 (2 0)","2143","0.2314","2005","","No","","77","77","499000.00","469000.00","459000.00","11/24/19","03/27/20","Yes","2"
"232-0283-021-0000","6121","COYLE AVENUE","95608","3","2 (2 0)","1450","0.1500","1961","Updated/Remodeled","Yes","Bath 6-10YR,Kitchen 6-10YR","8","8","349900.00","349900.00","349900.00","11/25/19","01/07/20","No","0"
"236-0223-002-0000","6158","Longmont","95608","3","2 (2 0)","1514","0.1834","1965","","Unknown","","25","25","369000.00","350000.00","345000.00","11/25/19","01/07/20","Yes","3"
"260-0050-015-0000","3930","Hillgrove","95608","3","2 (2 0)","1777","0.2517","1956","Updated/Remodeled","Yes","Kitchen 11-15YR","8","8","450000.00","450000.00","450000.00","12/04/19","01/15/20","No","0"
"232-0212-009-0000","5453","Edgerly","95608","3","2 (2 0)","1120","0.1400","1958","Fixer","No","","2","2","250000.00","250000.00","276100.00","01/20/20","02/06/20","Yes","31"
"260-0120-046-0000","6501","Grant","95608","3-4","1 (1 0)","1473","0.4984","1951","","No","","80","80","495000.00","429000.00","390000.00","11/28/19","03/17/20","No","0"
"232-0283-009-0000","6136","Orsi","95608","3","1 (1 0)","1045","0.1400","1961","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","40","40","325000.00","319990.00","319990.00","11/30/19","02/11/20","No","0"
"236-0194-002","5230","Mckinney","95608","3","2 (2 0)","2346","0.2227","1960","","No","","209","209","429000.00","399000.00","375000.00","11/19/19","07/02/20","Yes","2"
"230-0115-010-0000","4740","Hixon Cir","95608","3","2 (2 0)","1548","0.2634","1959","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","117","117","479000.00","450000.00","435000.00","12/02/19","06/11/20","No","0"
"245-0131-017-0000","4217","Barrett","95608","3","2 (2 0)","1573","0.2400","1971","Updated/Remodeled","Yes","Bath 11-15YR","3","3","440000.00","440000.00","451000.00","01/10/20","02/11/20","Yes","2"
"245-0041-029-0000","6113","Ranger","95608","3","2 (2 0)","1579","0.2351","1962","","No","","43","43","399000.00","375000.00","365000.00","11/14/19","02/13/20","Yes","4"
"272-0313-009-0000","2522","El Tonas","95608","4","2 (2 0)","1535","0.2300","1956","Updated/Remodeled","Yes","Other-Rmks 0-5YR","6","6","350000.00","350000.00","353500.00","11/16/19","01/17/20","Yes","4"
"260-0164-001-0000","3450","California","95608","4-5","3 (2 1)","2848","0.4361","1999","","No","","20","20","719000.00","719000.00","700000.00","11/18/19","01/09/20","Yes","1"
"272-0271-041-0000","2601","Trentwick","95608","5","3 (3 0)","2696","0.2085","1995","Updated/Remodeled","Yes","Other-Rmks 0-5YR","14","14","572900.00","572900.00","572900.00","12/04/19","01/17/20","No","0"
"273-0330-028-0000","3201","Panama","95608","2","2 (1 1)","963","0.0850","1983","","Unknown","","52","52","285000.00","275000.00","282500.00","12/05/19","02/19/20","No","0"
"272-0190-059-0000","5549","Clark","95608","4","2 (2 0)","2096","0.1650","2017","","No","","32","32","569000.00","549000.00","539000.00","12/06/19","02/03/20","No","0"
"247-0122-001-0000","4360","Galewood","95608","4","3 (2 1)","1987","0.2810","1961","Updated/Remodeled","Yes","Other-Rmks 11-15YR","22","22","399950.00","459950.00","450000.00","12/09/19","05/04/20","No","0"
"245-0303-026-0000","5989","Adana","95608","3","2 (2 0)","1647","0.1800","1982","Updated/Remodeled","Yes","Bath 6-10YR,Kitchen 6-10YR","4","4","399500.00","399500.00","426000.00","12/14/19","01/09/20","Yes","13"
"272-0121-024-0000","3057","Stanton","95608","3","2 (2 0)","1894","0.2200","1956","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","12","44","429000.00","429000.00","420000.00","12/10/19","02/06/20","No","0"
"245-0271-007-0000","4233","Abraham","95608","4","3 (3 0)","2126","0.2500","2015","","Unknown","","59","59","539000.00","539000.00","550000.00","02/14/20","04/14/20","No","0"
"232-0520-041-0000","5912","Casa Alegre","95608","2","2 (2 0)","1054","0.0336","1973","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","5","5","215000.00","215000.00","218000.00","01/25/20","02/14/20","Yes","5"
"283-0510-003","1709","Haggin Grove","95608","4","4 (3 1)","3295","0.2812","1979","","Unknown","","55","55","1000000.00","920000.00","890000.00","12/19/19","03/13/20","No","0"
"236-0115-011-0000","5212","Schuyler","95608","3","2 (2 0)","1393","0.1803","1959","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","3","3","379900.00","379900.00","379900.00","12/18/19","01/13/20","No","0"
"289-0364-011-0000","1231","Gary","95608","5","4 (3 1)","2699","0.3444","1961","","No","","9","9","749000.00","749000.00","805000.00","02/27/20","04/07/20","Yes","8"
"232-0082-001-0000","5542","Woodleigh","95608","3-6","2 (2 0)","1278","0.2400","1958","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","2","2","379000.00","379000.00","389000.00","12/18/19","01/09/20","Yes","4"
"272-0190-057","5547","Clark","95608","4","3 (3 0)","2424","0.1372","2017","","No","","19","80","574900.00","574900.00","572500.00","12/19/19","02/11/20","No","0"
"283-0560-036-0000","2404","Fallwater","95608","3","3 (2 1)","1577","0.1170","1994","","No","","10","10","365000.00","365000.00","365000.00","01/03/20","02/13/20","No","0"
"247-0232-013-0000","4312","Hussey","95608","6","3 (3 0)","3190","0.3100","2008","","Unknown","","9","9","685000.00","685000.00","680000.00","12/19/19","01/21/20","No","0"
"245-0190-071-0000","6109","Fountaindale","95608","3-4","3 (2 1)","2557","0.1766","1993","","Unknown","","68","68","649900.00","649900.00","630000.00","01/08/20","04/17/20","Yes","3"
"232-0201-002-0000","5920","Coyle","95608","3","2 (2 0)","1078","0.1300","1958","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","51","51","325000.00","325000.00","325000.00","12/20/19","03/06/20","Yes","2"
"230-0890-014-0000","4648","Lue","95608","3","3 (2 1)","1762","0.0918","2017","","No","","8","8","420000.00","420000.00","430000.00","12/21/19","01/28/20","Yes","3"
"283-0010-055-0000","5137","Whisper Oaks","95608","3-4","2 (2 0)","2248","0.1418","1998","","No","","5","5","449000.00","449000.00","450000.00","01/10/20","02/19/20","Yes","3"
"292-0500-010-0000","4931","Marlborough","95608","4","3 (2 1)","2146","0.2400","1972","Updated/Remodeled","Yes","Bath 6-10YR,Bed 6-10YR,Kitchen 6-10YR","7","7","799000.00","799000.00","765000.00","01/03/20","02/28/20","No","0"
"272-0032-042-0000","5633","Angelina","95608","3-4","3 (2 1)","1687","0.3400","1996","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","11","11","410000.00","410000.00","430000.00","01/06/20","02/14/20","Yes","9"
"230-0171-004-0000","5230","Valhalla","95608","5","3 (3 0)","3216","0.7100","1967","Fixer","No","","122","122","599999.00","499999.00","499000.00","11/15/19","05/12/20","Yes","3"
"271-0264-012-0000","2620","Foothill","95608","3","1 (1 0)","1103","0.2583","1953","","Unknown","","43","43","375000.00","375000.00","350000.00","12/23/19","03/06/20","No","0"
"281-0061-009-0000","4743","Melvin","95608","3","2 (2 0)","1662","0.2101","1960","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","20","20","429000.00","429000.00","417000.00","12/03/19","01/13/20","No","0"
"283-0050-006-0000","6000","Van Alstine","95608","3","2 (2 0)","1652","0.4488","1990","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","10","41","460000.00","460000.00","456000.00","12/04/19","01/03/20","Yes","3"
"289-0520-013-0000","1107","Mcclaren","95608","4","3 (2 1)","2066","0.1800","1972","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","37","37","699000.00","699000.00","690000.00","01/08/20","03/16/20","No","0"
"245-0102-018-0000","4428","Jan","95608","3","2 (2 0)","1436","0.2397","1963","Updated/Remodeled","Yes","Bath 11-15YR,Kitchen 11-15YR","44","44","448500.00","448500.00","417500.00","01/09/20","04/01/20","No","0"
"235-0216-006-0000","5026","robander","95608","3-6","2 (2 0)","1449","0.1993","1963","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","5","5","434888.00","434888.00","440000.00","01/10/20","02/11/20","Yes","2"
"260-0460-013-0000","3521","Autumn Point","95608","5","5 (5 0)","5040","1.1900","1998","","Unknown","","6","6","1599950.00","1574950.00","1540000.00","01/15/20","02/20/20","No","0"
"273-0013-025-0000","6137","Stanley","95608","6","6 (4 2)","3321","0.1760","2008","","No","","4","4","599500.00","599500.00","599500.00","01/13/20","02/14/20","No","0"
"273-0323-017-0000","2845","Royal Palm","95608","3","2 (2 0)","1973","0.2300","1968","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","17","17","649000.00","649000.00","630000.00","01/10/20","02/20/20","Yes","3"
"236-0094-015-0000","6121","Winding","95608","4","3 (2 1)","1846","0.2376","1964","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","31","31","519000.00","509000.00","500000.00","01/10/20","02/28/20","No","0"
"271-0264-003-0000","5012","Kenneth","95608","4","3 (2 1)","1889","0.3500","1953","Updated/Remodeled","Yes","Bath 6-10YR,Bed 6-10YR,Kitchen 6-10YR","68","68","465000.00","465000.00","455000.00","01/11/20","05/18/20","Yes","5"
"289-0590-031-0000","5244","Arden","95608","5","5 (5 0)","4122","0.2861","2011","","Unknown","","36","36","1050000.00","1050000.00","850000.00","01/08/20","10/07/20","No","0"
"289-0242-009-0000","1406","Elsdon","95608","4","3 (3 0)","2657","0.3900","1957","","Unknown","","66","66","698000.00","649000.00","639000.00","01/13/20","04/22/20","No","0"
"245-0024-002-0000","6040","Rampart","95608","3","2 (2 0)","1955","0.3276","1959","Updated/Remodeled","Yes","Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","56","56","490000.00","490000.00","475000.00","01/28/20","05/27/20","No","0"
"232-0341-024-0000","6307","Madison","95608","3","2 (2 0)","1162","0.1500","1962","","No","","27","85","338000.00","338000.00","330000.00","01/13/20","03/12/20","Yes","2"
"232-0241-001-0000","6305","Templeton","95608","3","1 (1 0)","936","0.1700","1958","","No","","15","15","279000.00","279000.00","279000.00","01/15/20","03/18/20","No","0"
"289-0042-002-0000","4930","Arden","95608","3","2 (2 0)","1768","0.4500","1953","","Unknown","","41","41","399999.00","399999.00","350000.00","01/14/20","04/02/20","Yes","3"
"271-0293-016-0000","2528","Midland","95608","3","1 (1 0)","1134","0.2296","1954","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","5","5","350000.00","350000.00","369000.00","01/17/20","02/27/20","Yes","4"
"245-0222-021-0000","6441","Miles","95608","3","2 (2 0)","1168","0.2413","1958","","Unknown","","8","8","369000.00","369000.00","375000.00","01/16/20","02/20/20","No","0"
"245-0114-009-0000","6508","Rolling","95608","4-5","3 (2 1)","2231","0.2469","1968","","No","","1","1","399950.00","399950.00","390000.00","01/16/20","02/07/20","Yes","2"
"289-0600-014-0000","1365","Pars Oak","95608","4","4 (4 0)","3133","0.2847","2020","","No","","112","112","1295950.00","1295950.00","1185000.00","01/17/20","05/29/20","No","0"
"230-0650-037-0000","5784","Haskell","95608","4","2 (2 0)","1889","0.1800","1977","Updated/Remodeled","Yes","Other-Rmks 0-5YR","4","4","464500.00","464500.00","465000.00","01/18/20","02/21/20","No","0"
"232-0480-025-0000","6035","Via Casitas","95608","3","2 (2 0)","1380","0.0241","1971","Updated/Remodeled","Yes","Bath 0-5YR,Bed 6-10YR","3","3","235000.00","235000.00","235000.00","02/14/20","03/09/20","No","0"
"282-0053-010-0000","2321","Mission","95608","3","2 (2 0)","1188","0.2445","1955","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","27","27","395000.00","389900.00","389900.00","01/17/20","03/19/20","Yes","2"
"232-0371-004-0000","6418","Belgrove","95608","3","2 (1 1)","1162","0.1500","1962","","No","","5","5","315000.00","315000.00","321000.00","01/24/20","02/20/20","Yes","6"
"283-0300-065-0000","5947","River Oak","95608","3","3 (2 1)","2830","1.0900","1979","Updated/Remodeled","Yes","Bath 11-15YR,Kitchen 11-15YR","9","9","1299950.00","1299950.00","1275000.00","01/26/20","03/10/20","Yes","3"
"236-0242-004-0000","4912","Brookglen","95608","3","2 (2 0)","1484","0.2101","1962","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 6-10YR","9","9","425000.00","425000.00","426000.00","01/06/20","02/14/20","Yes","2"
