"APN","Address - Street Number","Address - Street Name","Address - Zip Code","Bedrooms","Bathrooms","MTRO Square Footage","Lot Size - Acres","Year Built","Property Condition","Remodeled/Updated","Remodeled/Updated Desc","DOM","CDOM","Original Price","List Price","Close Price","On Market Date","Close Date","Multiple Offers","Number of Offers"
"232-0201-048-0000","5540","Manzanita Ave","95608","3-4","2 (2 0)","1571","0.1400","1958","","No","","185","185","219900.00","215000.00","210000.00","08/27/14","05/29/15","","0"
"273-0324-003-0000","6312","Date Palm","95608","4","3 (2 1)","2085","0.2000","1969","Updated/Remodeled","Yes","Bath 6-10YR,Kitchen 6-10YR","68","68","625000.00","569000.00","555000.00","08/20/14","01/02/15","","0"
"282-0076-005-0000","4904","Boyd","95608","3","2 (1 1)","1388","0.2380","1955","","Unknown","","157","157","248000.00","239500.00","238000.00","08/20/14","03/11/15","","0"
"206-0331-030-0008","7032","Fair Oaks Blvd","95608","2","2 (1 1)","1046","","1974","Updated/Remodeled","Yes","Kitchen 6-10YR","198","198","129800.00","105000.00","105000.00","07/29/14","05/14/15","","0"
"258-0390-013-0000","5133","Linda Lou","95608","4","2 (2 0)","2172","0.2043","1984","Updated/Remodeled","Yes","Bath 0-5YR","155","155","385000.00","329000.00","319000.00","07/28/14","02/11/15","","0"
"247-0271-052-0001","7100","Stella","95608","2","2 (2 0)","1017","","1984","","No","","185","185","107000.00","105000.00","105000.00","08/19/14","05/01/15","","0"
"260-0331-030-0025","7032","Fair Oaks","95608","2","2 (1 1)","1046","0.0240","1974","","Unknown","","143","143","137900.00","99900.00","99900.00","08/19/14","04/30/15","","0"
"272-0250-067-0000","2604","Walnut","95608","3","2 (2 0)","1301","0.1236","1990","","No","","147","147","209000.00","179000.00","180000.00","07/18/14","01/09/15","","0"
"260-0370-040-0000","3447","Grant Park","95608","4","4 (3 1)","2508","0.1900","1981","","Unknown","","57","57","359999.00","329999.00","320000.00","08/22/14","02/18/15","","0"
"245-0150-030-0000","4206","Clover Knoll","95608","4-5","3 (2 1)","2490","0.2300","1989","","No","","224","224","420000.00","348000.00","326000.00","08/22/14","05/08/15","","0"
"272-0040-019-0000","5721","Angelina","95608","2-3","2 (2 0)","1623","0.2700","1954","Updated/Remodeled","Yes","Bath 11-15YR,Bed 11-15YR,Kitchen 11-15YR","101","101","275000.00","260000.00","260000.00","08/24/14","02/05/15","","0"
"236-0051-027","6000","Helva","95608","3","3 (3 0)","1929","0.2390","1972","Updated/Remodeled","Yes","Bath 6-10YR,Other-Rmks 6-10YR","176","229","345000.00","319000.00","324000.00","08/26/14","03/30/15","","0"
"272-0063-001-0000","5301","Robertson","95608","4","2 (2 0)","1796","0.2000","1950","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","89","89","379000.00","376000.00","370500.00","10/01/14","01/23/15","","0"
"282-0340-025-000","4917","Clear","95608","3","2 (2 0)","1683","0.1400","1976","Updated/Remodeled","Yes","Bath 6-10YR,Bed 6-10YR,Kitchen 6-10YR","161","161","389000.00","334900.00","334900.00","08/27/14","02/27/15","","0"
"232-0414-013-0000","6312","Aslin","95608","3-4","2 (2 0)","1503","0.1400","1961","Updated/Remodeled","Yes","Other-Rmks 0-5YR","174","174","265000.00","249000.00","240000.00","09/16/14","05/01/15","","0"
"260-0331-030-0007","7032","Fair Oaks","95608","2","2 (1 1)","1046","","1974","Updated/Remodeled","Yes","Bath 6-10YR,Kitchen 6-10YR","29","29","115000.00","115000.00","115000.00","09/03/14","04/30/15","","0"
"272-0190-001-0000","2844","Garfield","95608","6","3 (3 0)","2019","0.2180","1953","Fixer","No","","113","148","275000.00","250000.00","250000.00","09/04/14","01/15/15","","0"
"245-0321-024-0000","4201","Marshall","95608","4","4 (3 1)","3195","0.4900","1929","Updated/Remodeled","Yes","Bath 6-10YR,Bed 6-10YR","116","116","545000.00","519000.00","509000.00","09/12/14","04/27/15","","0"
"232-0342-002-000","6437","Madison","95608","3","2 (1 1)","1163","0.1600","1962","","No","","93","93","210000.00","199999.00","188000.00","09/16/14","01/08/15","","0"
"273-0211-063-0000","2629","CALIFORNIA AVE..FLAG LOT","95608","4","4 (3 1)","3330","0.6400","","Updated/Remodeled","Yes","Bath 11-15YR,Kitchen 11-15YR","195","314","749900.00","729900.00","715000.00","09/13/14","05/13/15","","0"
"245-0123-008-0000","4444","Mapel","95608","4","3 (3 0)","2644","0.4900","1983","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 6-10YR","58","192","687700.00","625000.00","600000.00","09/17/14","04/30/15","","0"
"282-0213-014-0000","5032","Oak Leaf","95608","3","2 (2 0)","1867","0.2377","1960","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 6-10YR,Other-Rmks 6-10YR","135","135","429000.00","405000.00","390000.00","09/17/14","04/17/15","","0"
"271-0022-053-0000","3225","Mission","95608","3","2 (2 0)","1887","0.3900","1954","","Unknown","","14","55","275000.00","295000.00","325000.00","09/23/14","07/14/15","","0"
"236-0342-001-0000","4730","Pedersen","95608","3","2 (2 0)","1441","0.2300","1970","Updated/Remodeled","Yes","Other-Rmks 0-5YR","103","103","279000.00","279000.00","270000.00","09/24/14","03/11/15","","0"
"232-0241-010-0000","6357","Templeton","95608","3","2 (2 0)","1134","0.1700","1958","","Unknown","","28","28","210000.00","205000.00","200000.00","09/25/14","01/06/15","","0"
"260-0113-022-0000","6332","Sutter","95608","2","1 (1 0)","850","0.1494","1941","","Unknown","","35","35","175900.00","164900.00","165000.00","09/25/14","02/13/15","","0"
"236-0181-001-0000","4809","Jan","95608","5-6","3 (3 0)","2219","0.2702","1960","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","104","104","365000.00","350000.00","325000.00","09/05/14","01/26/15","","0"
"247-0134-011-0000","6972","Wise","95608","5","5 (4 1)","4416","","2006","","Unknown","","152","274","819000.00","819000.00","810000.00","09/05/14","03/11/15","","0"
"260-0332-019-0000","6036","Holeton","95608","4-5","5 (4 1)","3974","0.5100","","","No","","129","129","798500.00","798500.00","725000.00","09/11/14","06/09/15","","0"
"236-0115-006-0000","6032","Cherrelyn","95608","3","2 (2 0)","1442","0.2695","1959","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","140","140","325000.00","289500.00","289500.00","09/11/14","03/10/15","","0"
"289-0295-006-0000","1528","Little","95608","3-4","2 (2 0)","1398","0.3000","1961","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","87","125","469000.00","455000.00","445000.00","09/11/14","01/29/15","","0"
"230-0830-006-0000","4220","Waymar","95608","3","2 (2 0)","1942","0.2200","1987","Updated/Remodeled","Yes","Bath 6-10YR","67","67","370000.00","355000.00","325000.00","09/11/14","01/08/15","","0"
"245-0272-033-0000","6839","Goot","95608","3","3 (2 1)","2110","0.1500","1985","Updated/Remodeled","Yes","Kitchen 6-10YR","61","61","385000.00","375000.00","375000.00","10/09/14","01/22/15","","0"
"232-0530-023-0000","6005","Casa Alegre","95608","2","1 (1 0)","972","0.0230","1973","","Unknown","","91","91","105000.00","100000.00","96000.00","10/06/14","01/20/15","","0"
"282-0062-025-0000","4725","Nelroy","95608","4","3 (3 0)","3153","0.3225","1966","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","69","69","395000.00","325000.00","335000.00","07/28/14","02/26/15","","0"
"232-0225-012-0000","5426","Edgerly","95608","3","2 (2 0)","1263","0.1400","1958","","Unknown","","190","190","233500.00","229500.00","200000.00","10/07/14","06/12/15","","0"
"273-0192-059-0000","2642","Arboreta","95608","5","4 (3 1)","3585","0.3300","1999","","No","","175","363","785000.00","775000.00","755000.00","09/17/14","03/30/15","","0"
"258-0370-028-0000","5140","Engle","95608","4","2 (2 0)","1714","0.2627","1946","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","132","132","299000.00","276900.00","276900.00","10/07/14","06/30/15","","0"
"282-0113-005-0000","4932","SAINT LYNN","95608","4","2 (1 1)","1596","0.2314","1954","","Unknown","","67","67","199000.00","199000.00","199000.00","10/09/14","01/02/15","","0"
"282-0061-003-0000","4707","Melvin","95608","3","2 (2 0)","1457","0.2314","1957","","Unknown","","110","110","265000.00","228000.00","228001.00","10/10/14","04/01/15","","0"
"283-0181-001-0000","2054","Walnut","95608","3","2 (2 0)","1212","0.2424","1953","Fixer","No","","35","35","174900.00","174900.00","170000.00","10/10/14","04/20/15","","0"
"245-0101-014","4419","Otis","95608","3-4","3 (2 1)","1917","0.2521","1964","","Unknown","","50","50","349950.00","330000.00","330000.00","10/12/14","01/02/15","","0"
"245-0041-026-0000","6125","Ranger","95608","3","2 (2 0)","1494","0.2296","1959","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","70","70","334500.00","314500.00","295000.00","09/25/14","01/29/15","","0"
"236-0343-017-0000","4650","Oakbough","95608","5","3 (3 0)","1946","0.1400","1970","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 11-15YR","107","107","305000.00","269900.00","269900.00","09/29/14","02/10/15","","0"
"260-0200-045-0000","6875","Grant","95608","6","4 (4 0)","4496","0.5690","","","No","","81","81","1125000.00","998000.00","960000.00","09/30/14","02/02/15","","0"
"245-0104-005-0000","4306","Marl","95608","4","2 (2 0)","1836","0.2259","1964","","Unknown","","119","119","370900.00","314950.00","300000.00","09/30/14","02/27/15","","0"
"260-0430-021-0000","3817","Hollister","95608","4-5","4 (3 1)","2652","0.2500","1990","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","96","96","575000.00","549900.00","501000.00","10/02/14","02/03/15","","0"
"283-0140-038-0000","5136","Parque Vista","95608","4","2 (2 0)","2167","0.1500","1985","Updated/Remodeled","Yes","Kitchen 6-10YR","62","62","369000.00","369000.00","369000.00","10/04/14","01/14/15","","0"
"258-0350-044-0000","4035","Oak Villa","95608","3","2 (1 1)","1344","0.0311","1972","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","71","71","159950.00","156950.00","150000.00","10/05/14","01/20/15","","0"
"273-0142-006-0000","6120","Mauer","95608","3","2 (2 0)","1637","0.2307","1956","","No","","140","140","389000.00","348500.00","343000.00","10/23/14","04/28/15","","0"
"273-0350-007-0000","6440","Orange Hill","95608","4-5","5 (4 1)","4425","1.2000","1990","Updated/Remodeled","Yes","Other-Rmks 11-15YR","139","139","1649000.00","1649000.00","1542000.00","10/24/14","04/15/15","","0"
"260-0270-001-0000","6838","Grant","95608","3","1 (1 0)","1386","0.4300","1953","","No","","49","102","289900.00","279900.00","269000.00","10/24/14","01/15/15","","0"
"289-0510-015-0000","5320","Marimoore","95608","5","3 (2 1)","2066","0.2200","1972","Updated/Remodeled","Yes","Kitchen 0-5YR","68","233","519000.00","499950.00","500000.00","10/29/14","01/28/15","","0"
"230-0382-025-0000","5347","Ridgefield","95608","3","2 (2 0)","1780","0.1600","1984","Updated/Remodeled","Yes","Kitchen 0-5YR,Other-Rmks 0-5YR","80","80","349000.00","349000.00","340000.00","10/28/14","01/21/15","","0"
"256-0111-009-0000","4908","Engle","95608","3","2 (2 0)","1557","0.2300","1957","","No","","134","134","279950.00","254950.00","256000.00","10/30/14","04/17/15","","0"
"236-0166-004-0000","6512","Saint James","95608","3","2 (1 1)","1339","0.2495","1960","","No","","81","81","275000.00","255000.00","237500.00","10/30/14","02/19/15","","0"
"245-0251-029-0000","4049","Champlain","95608","4","2 (2 0)","2097","0.2300","","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","42","145","399000.00","379900.00","369500.00","10/31/14","01/07/15","","0"
"256-0370-010-0000","4814","Courtland","95608","3","3 (2 1)","1406","0.0393","1990","","No","","69","69","220000.00","209900.00","204500.00","10/31/14","02/03/15","","0"
"260-0191-067-0000","3510","Dutch","95608","6","4 (4 0)","3087","0.5600","2002","Updated/Remodeled","Yes","Other-Rmks 0-5YR","111","111","659000.00","659000.00","645000.00","10/31/14","05/27/15","","0"
"273-0013-039-0000","3203","California","95608","4","3 (3 0)","2467","0.1250","2006","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","83","139","449900.00","449900.00","420000.00","10/16/14","02/06/15","","0"
"258-0193-008-000","3917","Garfield","95608","3","2 (2 0)","1500","0.2500","1960","","Unknown","","39","39","259000.00","239000.00","243000.00","10/20/14","01/16/15","","0"
"258-0360-056-0000","5400","Lequel","95608","3","3 (3 0)","2200","0.1733","1978","Updated/Remodeled","Yes","Bath 6-10YR,Kitchen 6-10YR","67","184","389900.00","359900.00","364000.00","10/21/14","02/03/15","","0"
"282-0212-015-0000","2025","Walnut","95608","3","2 (2 0)","1517","0.2296","1958","Updated/Remodeled","Yes","Bath 6-10YR,Kitchen 6-10YR","42","42","295900.00","295900.00","280000.00","10/29/14","01/22/15","","0"
"245-0112-054-0000","6319","Rampart","95608","3","2 (2 0)","1422","0.1900","1969","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","138","138","339000.00","330000.00","327500.00","10/23/14","04/21/15","","0"
"271-0063-024-0000","3120","Mission","95608","3","2 (2 0)","1641","0.1900","1973","Updated/Remodeled","Yes","Kitchen 0-5YR","107","187","314900.00","299900.00","295000.00","10/23/14","03/13/15","","0"
"258-0225-039-0000","5208","Janell Way","95608","2","2 (2 0)","1141","0.0798","1986","Updated/Remodeled","Yes","Kitchen 0-5YR,Other-Rmks 6-10YR","31","31","192500.00","192500.00","192000.00","11/10/14","01/16/15","","0"
"258-0225-040-0000","5210","Janell Way","95608","2","2 (2 0)","1141","0.0959","1987","","No","","31","31","179000.00","179000.00","179000.00","11/10/14","01/16/15","","0"
"256-0380-018-0000","3537","Denfield","95608","3","2 (2 0)","1813","0.1789","1999","","Unknown","","64","64","369950.00","362000.00","360000.00","11/12/14","03/05/15","","0"
"283-0063-001-0000","2344","Dodge","95608","3","3 (2 1)","2800","0.4900","1962","Updated/Remodeled","Yes","Bath 6-10YR,Kitchen 6-10YR","146","146","819000.00","755000.00","731500.00","11/12/14","05/18/15","","0"
"283-0480-009-0000","91","Covered Bridge","95608","3","3 (2 1)","2161","0.2600","1979","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","98","98","800000.00","800000.00","775000.00","11/12/14","04/09/15","","0"
"258-0272-007-0000","5217","Whitney","95608","3-4","3 (2 1)","2418","0.6000","1979","","No","","210","210","525000.00","475000.00","475000.00","11/14/14","07/16/15","","0"
"260-0310-049-0012","3910","Park Circle","95608","2","2 (2 0)","1400","","1986","","No","","67","67","179000.00","179000.00","170000.00","10/09/14","01/14/15","","0"
"245-0260-004-0000","6716","Lincoln","95608","3","2 (2 0)","1585","0.2500","1958","","Unknown","","107","163","299900.00","299900.00","290000.00","11/14/14","04/03/15","","0"
"282-0245-006-0000","1809","Brier","95608","4","3 (3 0)","2176","0.2324","1957","","Unknown","","75","75","399000.00","399000.00","351500.00","11/14/14","02/10/15","","0"
"230-0182-001-0000","5400","Valhalla","95608","3-4","3 (2 1)","2974","0.6300","1960","","Unknown","","71","135","525000.00","525000.00","485000.00","11/15/14","02/26/15","","0"
"283-0341-018-0000","1841","Parliament","95608","4-5","5 (4 1)","3528","0.2300","1984","","No","","127","127","799000.00","799000.00","765000.00","11/20/14","04/28/15","","0"
"247-0072-006","4609","Stollwood","95608","3","2 (2 0)","1822","0.2100","1969","Updated/Remodeled","Yes","Bath 11-15YR,Bath 0-5YR","57","57","339000.00","339000.00","335000.00","11/13/14","05/26/15","","0"
"230-0161-003-0000","4537","Bela","95608","3","2 (2 0)","1438","0.2479","1960","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","99","99","349900.00","329900.00","320000.00","11/01/14","03/18/15","","0"
"236-0261-025-0000","6107","Bourbon","95608","4","3 (2 1)","1898","0.2396","1969","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","54","54","329000.00","329000.00","315000.00","11/03/14","01/16/15","","0"
"289-0263-019-0000","5530","Linda","95608","3","2 (2 0)","1400","0.2500","1962","","No","","13","13","425000.00","425000.00","425000.00","11/05/14","01/09/15","","0"
"258-0272-031-0000","5106","Infinity","95608","3-4","3 (3 0)","2835","0.2400","2005","","No","","107","107","649000.00","569000.00","555000.00","10/24/14","03/25/15","","0"
"283-0120-018-0000","5112","Vale","95608","3","2 (2 0)","1664","0.2314","1954","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","77","77","359900.00","348900.00","348000.00","11/08/14","02/26/15","","0"
"272-0230-013-0000","5525","Kenneth","95608","3-4","2 (2 0)","1842","0.4100","1948","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","78","78","419950.00","398000.00","390000.00","11/10/14","03/18/15","","0"
"271-0211-006-0000","2732","Leoleta","95608","3","2 (2 0)","1904","0.2500","1964","Updated/Remodeled","Yes","Bath 0-5YR","110","208","345000.00","319000.00","305000.00","11/23/14","04/22/15","","0"
"273-0170-064-0000","6120","Palm","95608","5","3 (2 1)","2858","0.8600","1968","","No","","128","128","795000.00","619000.00","595000.00","12/08/14","06/01/15","","0"
"247-0273-010-0000","7140","Murdock","95608","4-5","3 (3 0)","2888","0.2066","1980","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","11","11","370000.00","370000.00","372500.00","11/24/14","01/02/15","","0"
"232-0480-028-0000","6111","Via Casitas","95608","3","3 (2 1)","1380","0.0241","1971","Updated/Remodeled","Yes","Bath 0-5YR,Other-Rmks 0-5YR","78","78","159500.00","159500.00","160000.00","11/28/14","03/27/15","","0"
"283-0140-007-0000","2157","Gunn","95608","3","2 (2 0)","1571","0.2400","1952","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","80","80","334999.00","299999.00","300000.00","11/28/14","03/20/15","","0"
"230-0860-047-0000","5712","Ravenswood","95608","4-5","3 (3 0)","2642","0.2672","1998","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","7","7","499000.00","499000.00","525000.00","12/01/14","03/06/15","","0"
"247-0021-001-0000","4627","Charleston","95608","4","3 (2 1)","2041","0.2771","1967","","Unknown","","73","397","379900.00","365000.00","355000.00","12/04/14","04/27/15","","0"
"232-0530-013-0000","5969","Casa Alegre","95608","2","3 (2 1)","1166","0.0202","1973","","No","","10","10","100000.00","100000.00","110000.00","12/04/14","01/16/15","","0"
"232-0373-013-0000","6407","Belgrove","95608","3","2 (2 0)","1456","0.1600","1962","Updated/Remodeled","Yes","Bath 6-10YR,Kitchen 11-15YR","35","35","262000.00","262000.00","256500.00","11/19/14","02/06/15","","0"
"272-0090-009-0000","5127","Almond","95608","3-4","2 (2 0)","1157","0.2400","1946","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","141","141","325000.00","296000.00","275000.00","11/19/14","04/23/15","","0"
"282-0103-013","4917","Donovan","95608","3","2 (2 0)","1725","0.2314","1955","Updated/Remodeled","Yes","Other-Rmks 0-5YR","136","136","304900.00","249900.00","248000.00","11/18/14","05/22/15","","0"
"258-0350-035-0000","4028","Knoll Top","95608","2","2 (1 1)","1116","0.0289","1972","","No","","86","86","125000.00","125000.00","125000.00","11/21/14","03/12/15","","0"
"236-0272-017-0000","6201","Meadowvista","95608","3","2 (2 0)","1780","0.2385","1967","","No","","14","14","275000.00","275000.00","265000.00","11/21/14","02/04/15","","0"
"273-0070-015-0000","6125","Merry","95608","2","1 (1 0)","675","0.2082","1951","","Unknown","","18","18","169900.00","169900.00","169900.00","11/21/14","01/16/15","","0"
"232-0520-006-0000","5900","Casa Alegre","95608","2","2 (2 0)","1054","0.0338","1973","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","6","6","119900.00","119900.00","124000.00","12/10/14","01/15/15","","0"
"283-1010-027-0000","2251","Van Ufford","95608","3","2 (2 0)","2037","0.2700","1965","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR","6","145","350000.00","350000.00","342500.00","12/13/14","01/20/15","","0"
"236-0041-018-0000","6415","Teal","95608","3","2 (2 0)","1529","0.2686","1969","","No","","4","21","285500.00","285500.00","285500.00","12/15/14","01/16/15","","0"
"272-0340-037-0000","5428","Miriam","95608","3","2 (2 0)","2025","0.2309","1989","","Unknown","","15","15","424000.00","424000.00","415500.00","12/05/14","01/20/15","","0"
"282-0062-031-0000","4700","Nelroy","95608","3","2 (2 0)","1370","0.2461","1964","","No","","9","9","229000.00","229000.00","229000.00","11/26/14","01/26/15","","0"
"230-0145-007-0000","4634","Cameron Ranch","95608","3","3 (2 1)","1856","0.2826","1959","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 6-10YR","34","34","389900.00","389900.00","387000.00","12/15/14","02/26/15","","0"
"283-0211-009-0000","5211","Sagel","95608","3","2 (2 0)","1829","0.2512","1957","Updated/Remodeled","Yes","Bath 0-5YR,Bed 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","34","34","405000.00","399900.00","390000.00","12/17/14","02/25/15","","0"
"258-0370-011-0000","3600","Affirmed","95608","3","2 (2 0)","1670","0.1779","1979","Updated/Remodeled","Yes","Kitchen 6-10YR,Other-Rmks 6-10YR","21","21","275000.00","275000.00","280000.00","12/18/14","01/30/15","","0"
"273-0030-075-0000","6400","Landis","95608","3","2 (2 0)","1560","0.3900","1963","Updated/Remodeled","Yes","Kitchen 0-5YR","6","6","334900.00","334900.00","355000.00","12/18/14","02/04/15","","0"
"283-0560-014-0000","2345","Fallwater","95608","3","3 (2 1)","1577","0.0904","1994","Updated/Remodeled","Yes","Kitchen 0-5YR","60","60","285000.00","285000.00","273000.00","12/18/14","03/20/15","","0"
"271-0313-026-0000","5024","North","95608","3","2 (2 0)","1296","0.2300","1959","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","38","38","270000.00","259900.00","270000.00","12/05/14","02/26/15","","0"
"245-0310-003-0000","4149","Shera","95608","2","2 (2 0)","1148","0.0651","1985","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR,Other-Rmks 0-5YR","22","22","175000.00","175000.00","169000.00","12/07/14","01/22/15","","0"
"232-0371-003-0000","5607","Millburn","95608","3","2 (1 1)","1162","0.1400","1962","","No","","86","86","225000.00","225000.00","200000.00","12/07/14","04/03/15","","0"
"245-0222-017-0000","6457","Miles","95608","4","2 (2 0)","1543","0.2900","1958","Updated/Remodeled","Yes","Bath 0-5YR,Kitchen 0-5YR","99","99","325000.00","299000.00","285000.00","12/06/14","04/17/15","","0"
"282-0360-039-0000","1724","Park Place Dr","95608","5","3 (3 0)","2647","0.1900","1975","Updated/Remodeled","Yes","Kitchen 0-5YR,Other-Rmks 0-5YR","25","54","499999.00","499999.00","499999.00","12/07/14","02/02/15","","0"
"245-0094-003-0000","4404","Jan","95608","4","2 (2 0)","1610","0.2390","1961","","Unknown","","8","98","299000.00","299000.00","299000.00","12/09/14","01/20/15","","0"
"232-0520-005-0000","5902","Casa Alegre","95608","2","3 (2 1)","1166","0.0216","1973","","Unknown","","15","15","100000.00","111000.00","111000.00","12/09/14","05/22/15","","0"
"256-0284-026-0000","4821","Gibbons","95608","3","2 (2 0)","1421","0.3700","1964","","Unknown","","33","33","286000.00","271700.00","263799.00","12/10/14","02/26/15","","0"
"236-0321-053-0000","5311","Flagstone","95608","3","2 (2 0)","1549","0.4300","1960","","Unknown","","36","36","289000.00","289000.00","287500.00","12/30/14","04/10/15","","0"
"282-0062-015-0000","2301","Marie","95608","3","2 (1 1)","962","0.2303","1955","","Unknown","","47","47","184900.00","184900.00","184900.00","12/30/14","03/31/15","","0"
