"APN","Address - Street Number","Address - Street Name","Address - Zip Code","Bedrooms","Bathrooms","MTRO Square Footage","Lot Size - Acres","Year Built","Property Condition","Remodeled/Updated","Remodeled/Updated Desc","DOM","CDOM","Original Price","List Price","Close Price","On Market Date","Close Date","Multiple Offers","Number of Offers"
"260-0450-016-0000","3859","Olivebranch","95608","3","3 (2 1)","1541","0.0800","1988","","","","346","346","218000.00","160000.00","145000.00","09/21/09","09/30/10","","0"
"232-0251-001-0000","6401","Templeton","95608","3","2 (2 0)","1098","0.1600","1958","Updated/Remodeled","Yes","","77","77","285000.00","249995.00","245000.00","09/22/09","01/08/10","","0"
"283-0140-071-0000","2163","Glancy","95608","4","4 (3 1)","3527","0.2000","2001","","","","72","255","799000.00","799000.00","699000.00","09/23/09","01/04/10","","0"
"232-0366-005-0000","5700","Parkoaks","95608","3","1 (1 0)","1020","0.1400","1961","","","","8","8","179500.00","179500.00","160000.00","09/24/09","02/04/10","","0"
"236-0313-011-0000","6327","Pennyroyal","95608","3","2 (2 0)","1780","0.1850","1970","Updated/Remodeled","Yes","","92","92","335000.00","335000.00","335000.00","09/24/09","03/15/10","","0"
"289-0222-004-0000","1401","Mipaty","95608","3","3 (2 1)","2325","0.3100","1957","","","","415","415","600000.00","380000.00","380000.00","09/29/09","12/03/10","","0"
"282-0275-019","4704","Bowerwood","95608","4","2 (2 0)","1561","0.2480","1955","Updated/Remodeled","Yes","","64","64","399000.00","335000.00","335000.00","10/01/09","01/25/10","","0"
"282-0340-015-0000","4957","Clear","95608","2","2 (1 1)","1180","0.1200","1975","Updated/Remodeled","Yes","","210","210","235000.00","175000.00","180000.00","10/12/09","09/29/10","","0"
"260-0321-009-0000","6137","Dahlia","95608","2","2 (2 0)","1008","0.1770","1960","Updated/Remodeled","Yes","","146","314","159000.00","149000.00","135000.00","10/07/09","03/22/10","","0"
"236-0166-013-0000","6612","Saint James","95608","3","2 (1 1)","1016","0.1810","1960","","","","252","252","152400.00","152400.00","165000.00","10/07/09","08/16/10","","0"
"271-0063-024-0000","3120","Mission","95608","3","2 (2 0)","1641","0.1900","1973","","","","76","76","228800.00","199800.00","190000.00","10/09/09","02/23/10","","0"
"258-0160-044-0000","3316","Oakview","95608","2","1 (1 0)","784","0.2710","1951","Fixer,Updated/Remodeled","Yes","","88","88","134900.00","124900.00","125250.00","10/15/09","02/18/10","","0"
"272-0220-006-0000","2749","Garfield","95608","3","2 (2 0)","1543","0.2730","1954","Updated/Remodeled","Yes","","181","181","210000.00","149900.00","142800.00","09/02/09","03/08/10","","0"
"260-0470-027-0000","3835","OLIVE","95608","4","3 (2 1)","1950","0.1080","2009","","","","164","164","359500.00","319000.00","300000.00","09/04/09","03/31/10","","0"
"271-0313-090-0000","4932","North","95608","2","1 (1 0)","864","1.7500","1965","Updated/Remodeled","Yes","","106","106","249000.00","244900.00","239000.00","09/04/09","03/25/10","","0"
"247-0273-029-0003","4026","Grover","95608","2","1 (1 0)","806","0.0700","1979","","","","187","187","129000.00","74900.00","69000.00","09/06/09","04/09/10","","0"
"289-0314-006-0000","1430","Meredith","95608","3","2 (2 0)","1414","0.2400","1959","","","","110","110","349000.00","339000.00","320000.00","10/23/09","03/23/10","","0"
"283-0090-003-0000","2330","Garfield","95608","6","6 (5 1)","6263","1.7700","2005","","","","39","39","1099900.00","1079900.00","1050000.00","10/26/09","01/08/10","","0"
"236-0212-007-0000","5113","Kipp","95608","3","2 (1 1)","1012","0.2040","1960","","","","57","57","175000.00","175000.00","170000.00","10/26/09","01/28/10","","0"
"236-0152-014-0000","6600","BUSH","95608","4","2 (2 0)","1597","0.2350","1962","","","","17","17","235000.00","235000.00","230000.00","11/14/09","01/14/10","","0"
"245-0251-026-0000","4021","Champlain","95608","2","1 (1 0)","768","0.2050","1948","Updated/Remodeled","Yes","","145","145","150000.00","105000.00","105000.00","10/28/09","06/18/10","","0"
"245-0260-035-0000","4125","POPPLETON","95608","3-4","3 (2 1)","2600","0.2120","2002","","","","138","138","449000.00","395000.00","395000.00","10/30/09","03/25/10","","0"
"282-0274-006-0000","4715","Bowerwood","95608","3","2 (2 0)","1721","0.2530","1957","Updated/Remodeled","Yes","","79","79","419500.00","379500.00","365000.00","10/30/09","02/16/10","","0"
"245-0310-006-0000","4143","Shera","95608","3","2 (2 0)","1210","0.0650","1985","","","","102","102","145000.00","145000.00","145000.00","11/02/09","04/15/10","","0"
"258-0212-076-0000","5437","Mistwood","95608","4","3 (3 0)","2715","0.2270","2006","","","","26","26","325500.00","309900.00","300000.00","11/04/09","01/08/10","","0"
"236-0141-006-0000","5338","Agate","95608","5","2 (2 0)","1759","0.1990","1960","","","","78","78","235200.00","194900.00","180000.00","11/05/09","02/11/10","","0"
"256-0051-001-0000","4801","Salem","95608","3","3 (2 1)","1053","0.2800","1957","","","","173","173","195000.00","195000.00","195000.00","11/06/09","07/07/10","","0"
"283-0140-087-0000","2205","Glancy","95608","4-5","5 (4 1)","4400","0.3100","1996","","","","164","164","820000.00","740000.00","710000.00","11/09/09","05/27/10","","0"
"236-0215-015-0000","5112","Oleander","95608","3","2 (2 0)","1176","0.2050","1967","Updated/Remodeled","Yes","","21","21","249500.00","249500.00","242000.00","11/10/09","01/08/10","","0"
"245-0076-004-0000","4460","Colby","95608","4","2 (2 0)","1908","0.2410","1962","Updated/Remodeled","Yes","","47","47","300000.00","279900.00","275000.00","11/11/09","01/25/10","","0"
"232-0293-016-0000","6209","Wildomar","95608","3","2 (2 0)","1263","0.1600","1958","","","","79","79","170000.00","170000.00","173000.00","11/11/09","02/23/10","","0"
"232-0500-032-0000","6141","Via Casitas","95608","3","3 (2 1)","1380","0.0230","1971","","","","38","38","89888.00","84888.00","85000.00","11/11/09","02/24/10","","0"
"260-0270-030-0000","6731","Steele Oak","95608","5","4 (3 1)","4020","0.5570","1996","","","","329","329","595000.00","549000.00","568300.00","10/20/09","11/22/10","","0"
"230-0230-013","5213","Winding","95608","2","2 (2 0)","2356","1.4200","1948","","","","76","76","197500.00","124900.00","124900.00","10/21/09","02/16/10","","0"
"258-0225-020-0000","3348","Walnut","95608","3","1 (1 0)","1071","0.3840","1950","","","","152","152","215000.00","180000.00","180000.00","11/06/09","05/12/10","","0"
"236-0041-012-0000","5151","Patti Jo","95608","3","2 (2 0)","1846","0.1860","1968","","","","94","94","279000.00","279000.00","275000.00","11/17/09","04/07/10","","0"
"271-0313-091-0000","4920","North","95608","3","2 (2 0)","2034","0.2350","1946","","","","64","159","227715.00","199900.00","189000.00","12/03/09","03/09/10","","0"
"260-0214-011-0000","3601","Orangerie","95608","3","4 (2 2)","3160","0.2100","1958","","","","221","302","785000.00","659000.00","625000.00","11/17/09","07/22/10","","0"
"282-0340-008-0000","2016","Clearfield","95608","3","2 (2 0)","1295","0.1400","1976","Updated/Remodeled","Yes","","48","147","273900.00","256900.00","245000.00","11/18/09","02/26/10","","0"
"236-0092-019-0000","4722","Crestview","95608","3","2 (2 0)","1448","0.2620","1958","Updated/Remodeled","Yes","","105","105","279950.00","265000.00","250000.00","11/18/09","04/23/10","","0"
"283-0580-007-0000","5913","Oak","95608","3","2 (2 0)","1785","0.1350","2007","","","","60","60","398000.00","398000.00","394000.00","11/18/09","03/12/10","","0"
"271-0035-017-0000","3142","Kaiser","95608","4","3 (3 0)","1927","0.1700","1971","Updated/Remodeled","Yes","","236","236","259000.00","225000.00","225000.00","11/18/09","08/11/10","","0"
"245-0113-018-0000","6336","Rampart","95608","3","2 (2 0)","1535","0.2020","1970","Updated/Remodeled","Yes","","76","76","299950.00","294950.00","292500.00","11/18/09","03/12/10","","0"
"271-0222-020-0000","4920","Eden","95608","3","2 (2 0)","1232","0.3240","1955","","","","63","63","194900.00","178900.00","165000.00","11/19/09","04/09/10","","0"
"258-0071-005-0000","5541","Ryan","95608","3","1 (1 0)","910","0.2570","1953","Fixer","","","60","60","155000.00","155000.00","155000.00","11/20/09","03/09/10","","0"
"272-0271-030-0000","2644","Garfield","95608","3","2 (2 0)","2146","0.4300","1978","Updated/Remodeled","Yes","","150","150","330000.00","240000.00","230000.00","11/20/09","05/03/10","","0"
"258-0072-009-0000","3712","Holloway","95608","3","1 (1 0)","967","0.2300","1955","Updated/Remodeled","Yes","","19","19","209900.00","209500.00","208500.00","11/22/09","01/13/10","","0"
"258-0060-004-0000","5800","Gibbons","95608","2","1 (1 0)","671","0.5100","1945","Fixer","","","23","217","100000.00","100000.00","70000.00","11/24/09","02/02/10","","0"
"230-0333-010-0000","5537","Haskell","95608","3","2 (2 0)","1463","0.2300","1961","Updated/Remodeled","Yes","","30","30","289900.00","277500.00","270000.00","11/24/09","03/12/10","","0"
"230-0331-022-0000","5500","Haskell","95608","4","3 (3 0)","1883","0.3410","1960","","","","20","20","300960.00","300960.00","296300.00","11/12/09","01/06/10","","0"
"232-0470-029-0000","6046","Via Casitas","95608","2","2 (2 0)","961","0.0310","1971","","","","28","28","81900.00","81900.00","77200.00","11/12/09","01/12/10","","0"
"283-0181-028-0000","5249","Glancy","95608","3","2 (2 0)","1500","0.1710","1978","Updated/Remodeled","Yes","","31","31","369000.00","349000.00","325000.00","11/13/09","02/11/10","","0"
"256-0121-005-0000","4717","Foster","95608","4","2 (2 0)","1797","0.2500","1960","","","","108","115","289900.00","249900.00","249000.00","11/16/09","04/30/10","","0"
"258-0350-026-0000","4046","Knoll Top","95608","2","2 (2 0)","1116","0.0290","1972","","","","39","39","123200.00","123200.00","115000.00","11/16/09","02/10/10","","0"
"273-0161-005-0000","2733","Panay","95608","3","2 (2 0)","1092","0.2310","1954","","","","29","29","219000.00","219000.00","219000.00","12/03/09","02/11/10","","0"
"260-0100-051-0000","6049","Grant","95608","4","3 (2 1)","2699","0.1700","2005","","","","6","6","375000.00","375000.00","350000.00","12/04/09","01/15/10","","0"
"256-0273-006-0000","3806","Wingate","95608","3","2 (2 0)","1300","0.2400","1961","","","","28","28","204888.00","204888.00","205555.00","12/08/09","02/26/10","","0"
"283-0430-023-0000","6027","Ard Aven","95608","3","3 (2 1)","2453","0.7700","1980","","","","178","296","750000.00","695000.00","665000.00","12/09/09","06/18/10","","0"
"283-0010-029-0000","5248","El Camino","95608","2","1 (1 0)","929","0.1660","1952","","","","49","139","136300.00","124900.00","117500.00","12/09/09","03/24/10","","0"
"272-0020-061-0000","5324","Antique","95608","3","2 (2 0)","2133","0.1900","1983","","","","38","38","279000.00","289000.00","285000.00","12/09/09","02/18/10","","0"
"258-0160-079-0000","5531","North","95608","4","2 (2 0)","1868","0.3370","1952","","","","64","64","319900.00","274900.00","250000.00","12/10/09","02/26/10","","0"
"258-0160-045-0000","3312","Oakview","95608","2","1 (1 0)","760","0.1790","1950","","","","23","23","115000.00","115000.00","120000.00","12/11/09","01/21/10","","0"
"272-0101-014-0000","3048","Hanna","95608","3","2 (2 0)","1770","0.2070","2001","","","","47","47","298000.00","283000.00","263000.00","12/11/09","02/24/10","","0"
"292-0490-032-0000","4816","Sherlock","95608","4","3 (3 0)","3215","0.2600","1978","","","","58","58","939000.00","933000.00","877500.00","12/07/09","03/16/10","","0"
"272-0172-017-0000","2837","Gunn","95608","3","1 (1 0)","1060","0.1830","1937","","","","131","131","120000.00","120000.00","105000.00","12/09/09","05/03/10","","0"
"229-0274-013-0000","5829","Sharps","95608","3","2 (1 1)","1529","0.1200","1961","Updated/Remodeled","Yes","","163","163","184000.00","159000.00","150000.00","12/15/09","06/14/10","","0"
"245-0150-043-0000","6225","Lincoln","95608","3","2 (2 0)","2032","0.2310","1989","Updated/Remodeled","Yes","","17","17","290000.00","290000.00","295000.00","11/24/09","01/04/10","","0"
"232-0252-018-0000","5344","Hesper","95608","3","2 (2 0)","1330","0.1500","1962","","","","21","21","172900.00","169900.00","165000.00","11/25/09","01/15/10","","0"
"260-0480-013-0000","6031","Roswitha","95608","3","2 (2 0)","2021","0.1500","2004","","","","43","43","342900.00","335900.00","320000.00","12/30/09","04/14/10","","0"
"258-0032-025-0000","5645","Liggett","95608","3","1 (1 0)","1456","0.2300","1958","","","","135","135","249900.00","182000.00","174000.00","11/25/09","06/11/10","","0"
"229-0252-002-0000","5875","Woodleigh","95608","4","2 (2 0)","1344","0.1300","1961","Fixer","","","156","156","149000.00","125000.00","132000.00","11/25/09","05/20/10","","0"
"260-0171-005-0000","3519","Verla","95608","3","2 (1 1)","1213","0.2400","1959","","","","47","47","206000.00","206000.00","170000.00","11/27/09","05/26/10","","0"
"272-0190-003-0000","2828","Garfield","95608","3-5","2 (1 1)","1377","0.2030","1954","Updated/Remodeled","Yes","","24","24","210000.00","210000.00","210000.00","12/03/09","03/30/10","","0"
"260-0031-026-0000","8048","Fair Oaks","95608","3","2 (2 0)","1478","0.3200","1975","Updated/Remodeled","Yes","","25","25","199800.00","193980.00","199500.00","12/19/09","03/09/10","","0"
"245-0150-023-0000","4208","Empire","95608","5","3 (2 1)","2422","0.4600","1985","Updated/Remodeled","Yes","","35","35","460000.00","429000.00","415000.00","12/21/09","02/26/10","","0"
"260-0321-026-0000","3621","Wintun","95608","3","2 (2 0)","1656","0.2980","1953","","","","42","296","159900.00","159900.00","156000.00","12/21/09","02/26/10","","0"
"256-0370-028-0000","4753","Courtland","95608","2","2 (2 0)","1170","0.0970","1989","Updated/Remodeled","Yes","","15","15","149000.00","149000.00","149000.00","12/21/09","01/28/10","","0"
"271-0222-039-0000","5015","Kenneth","95608","4","3 (2 1)","2107","0.2510","1990","","","","52","52","329000.00","299000.00","284000.00","12/23/09","03/09/10","","0"
"260-0063-060-0000","8848","Fair Oaks","95608","3","2 (2 0)","1409","0.3740","1940","","","","44","88","157900.00","157900.00","155000.00","12/23/09","02/22/10","","0"
"283-0010-038-0000","5124","Whisper Oaks","95608","4","2 (2 0)","1986","0.1310","1998","","","","142","142","395000.00","340000.00","305000.00","12/23/09","07/01/10","","0"
"236-0193-014-0000","6119","Cherrelyn","95608","4","2 (2 0)","1711","0.2730","1964","","","","15","15","229900.00","229900.00","234000.00","12/23/09","03/17/10","","0"
"283-0560-030-0000","2310","Fallwater","95608","3","3 (2 1)","1572","0.0930","1994","","","","161","161","260000.00","245000.00","241500.00","12/23/09","07/30/10","","0"
"272-0020-073-0000","5338","North","95608","2","2 (2 0)","1185","0.0980","1983","","","","41","41","149500.00","149500.00","137500.00","12/24/09","04/06/10","","0"
"236-0093-004","4730","Talus","95608","3","2 (2 0)","1412","0.2590","1959","Updated/Remodeled","Yes","","96","96","274900.00","249000.00","240000.00","12/24/09","05/07/10","","0"
"258-0143-022-0000","3349","Arya","95608","4","3 (2 1)","2635","0.0890","2007","","","","56","56","252900.00","244900.00","244900.00","12/26/09","03/29/10","","0"
"283-0560-007-0000","2421","Fallwater","95608","3","3 (2 1)","1572","0.0960","1994","","","","7","85","239900.00","239900.00","235000.00","12/16/09","02/11/10","","0"
"272-0260-066-0000","2609","Garfield","95608","3","1 (1 0)","1632","0.3370","1948","Updated/Remodeled","Yes","","51","56","225000.00","239000.00","220000.00","12/23/09","03/29/10","","0"
"236-0254-014-0000","4856","Samia","95608","3","3 (2 1)","2072","0.1180","2006","","","","64","64","279900.00","274900.00","275000.00","12/17/09","03/26/10","","0"
"283-0560-024-0000","2249","Fallwater","95608","3","3 (2 1)","1577","0.0780","1994","","","","113","127","257000.00","219900.00","195000.00","12/18/09","06/08/10","","0"
"271-0294-013-0000","2520","Landwood","95608","4","2 (2 0)","1900","0.2300","1954","","","","113","113","249900.00","214900.00","225000.00","12/18/09","05/28/10","","0"
"236-0342-008-0000","4678","Pedersen","95608","4","2 (2 0)","1479","0.1500","1970","","","","22","22","212000.00","212000.00","208000.00","12/18/09","01/29/10","","0"
"273-0211-043-0000","2538","Los Feliz","95608","3","2 (2 0)","1187","0.2900","1960","","","","18","18","198000.00","198000.00","194000.00","12/18/09","04/16/10","","0"
"256-0221-008-0000","3333","Mccowan","95608","3","2 (2 0)","1808","0.2400","1960","Updated/Remodeled","Yes","","17","17","259000.00","259000.00","290000.00","01/05/10","02/26/10","","0"
"258-0272-032-0000","5112","Infinity","95608","4-5","3 (3 0)","2861","0.2100","2005","","","","13","13","439900.00","439900.00","425000.00","01/05/10","03/01/10","","0"
"232-0520-049-0000","6048","Casa Alegre","95608","3","3 (2 1)","1380","0.0230","1973","","","","73","73","132000.00","105900.00","106000.00","01/05/10","05/25/10","","0"
"256-0121-002","4741","Foster","95608","4","2 (2 0)","1705","0.2900","1960","Updated/Remodeled","Yes","","68","68","299000.00","295000.00","292000.00","01/06/10","04/30/10","","0"
"260-0200-029-0000","6831","Grant","95608","3","2 (2 0)","1008","0.2300","1958","Updated/Remodeled","Yes","","40","40","275000.00","249000.00","240000.00","01/07/10","03/19/10","","0"
"247-0074-005-0000","7105","Compadre","95608","4","2 (2 0)","1756","0.3600","1965","Updated/Remodeled","Yes","","12","12","395000.00","395000.00","360000.00","01/07/10","02/26/10","","0"
"232-0530-006-0000","5955","Casa Alegre","95608","2","3 (2 1)","1166","0.0210","1973","Updated/Remodeled","Yes","","18","18","87900.00","87900.00","99000.00","01/07/10","02/02/10","","0"
"283-0090-002-0000","2334","Garfield","95608","1","1 (1 0)","901","0.1800","1946","Fixer,Updated/Remodeled","Yes","","8","8","115000.00","115000.00","129500.00","01/07/10","02/23/10","","0"
"273-0060-060","5940","Stanley","95608","3","2 (2 0)","1429","0.1700","1938","Updated/Remodeled","Yes","","184","184","219000.00","185500.00","190000.00","01/08/10","08/25/10","","0"
"256-0124-007-0000","3506","Comstock","95608","3","3 (2 1)","1376","0.2400","1955","Fixer","","","11","11","169500.00","149500.00","145000.00","01/12/10","03/03/10","","0"
"256-0330-054-0000","4520","Foster","95608","2","2 (2 0)","1509","0.2300","1973","","","","27","27","279000.00","265000.00","248000.00","01/16/10","03/18/10","","0"
"236-0315-011-0000","5091","Tonya","95608","3","2 (2 0)","1560","0.1830","1969","","","","26","86","259000.00","250000.00","237000.00","01/28/10","04/09/10","","0"
"260-0500-001-0000","3432","California","95608","2","1 (1 0)","1048","0.2480","1939","","","","5","328","161865.00","161865.00","165000.00","01/13/10","01/26/10","","0"
"272-0280-060-0000","2500","Winsford","95608","3","3 (2 1)","1932","0.1250","1986","Updated/Remodeled","Yes","","11","77","264900.00","264900.00","260000.00","12/31/09","02/19/10","","0"
"256-0122-035-0000","3505","Condor","95608","3","2 (2 0)","1801","0.1900","1978","","","","13","121","239800.00","239800.00","235000.00","12/31/09","02/18/10","","0"
"258-0340-015-0000","3947","Oak Villa","95608","2","2 (1 1)","1116","0.0280","1972","Updated/Remodeled","Yes","","6","6","110000.00","110000.00","110000.00","01/01/10","03/24/10","","0"
"256-0370-031-0000","4743","Courtland","95608","2","2 (2 0)","1174","0.0390","1989","Updated/Remodeled","Yes","","35","38","149900.00","149900.00","147500.00","01/01/10","03/16/10","","0"
"273-0211-020-0000","6144","Kenneth","95608","3","2 (1 1)","1645","0.2300","1958","Updated/Remodeled","Yes","","80","80","268800.00","254900.00","254000.00","01/04/10","05/20/10","","0"
"230-0382-004-0000","5318","Ridgefield","95608","3","2 (2 0)","1682","0.2790","1963","","","","94","94","219000.00","219000.00","210000.00","01/19/10","06/17/10","","0"
"256-0182-050-0000","3824","Mission","95608","4","2 (2 0)","1664","0.2500","1963","Updated/Remodeled","Yes","","7","7","275000.00","275000.00","268000.00","01/20/10","02/26/10","","0"
"236-0131-004-0000","6637","Oakcrest","95608","3","1 (1 0)","950","0.1860","1959","Updated/Remodeled","Yes","","12","12","169500.00","169500.00","181000.00","01/22/10","02/26/10","","0"
"289-0041-007-0000","4900","Arden","95608","5","4 (3 1)","3304","0.6700","1950","Updated/Remodeled","Yes","","4","56","330600.00","330600.00","300000.00","01/23/10","02/18/10","","0"
"260-0321-063-0000","6067","Shirley","95608","5","3 (3 0)","2628","0.2040","2000","","","","34","34","429000.00","424000.00","402000.00","01/25/10","04/30/10","","0"
"256-0390-006-0000","4722","Gibbons","95608","3","3 (2 1)","3090","0.1770","2005","","","","2","2","374900.00","374900.00","375000.00","01/25/10","03/10/10","","0"
